code,term
0601012S0BCAEAB,Hypurin Porcine Isophane 100units/ml inj 10ml vials
0601012S0BCAFAP,Hypurin Porcine Isophane 100units/ml inj 1.5ml cartridges
0601012S0BCAGAS,Hypurin Bovine Isophane 100units/ml inj 3ml cartridges
0601012S0BCAHAT,Hypurin Porcine Isophane 100units/ml inj 3ml cartridges
0601012S0BD,Insulin isophane (Novo-Nordisk)
0601012S0BDAAAB,Pork Insulatard 100units/ml inj 10ml vials
0601012S0BDAIAI,Insulatard NovoLet 100units/ml suspension for injection
0601012S0BDAJAE,Insulatard 100units/ml suspension for injection 10ml vials
0601012S0BDAKAM,Human Insulatard Penfill 100units/ml inj 1.5ml cartridges
0601012S0BDALAL,Insulatard Penfill 100units/ml inj 3ml cartridges
0601012S0BDAMAI,Insulatard InnoLet 100units/ml inj 3ml pre-filled pens
0601012S0BDANAI,Insulatard FlexPen 100units/ml suspension for injection
0601012S0BG,Insulin Humulin I (Isophane)
0601012S0BGAAAE,Humulin I 100units/ml suspension for injection 10ml vials
0601012S0BGADAL,Humulin I 100units/ml inj 3ml cartridges
0601012S0BGAEAI,Humulin I Pen 100units/ml inj 3ml pre-filled pens
0601012S0BGAFAI,Humulin I KwikPen 100units/ml inj 3ml pre-filled pens
0601012S0BI,Insulin Insuman Basal
0601012S0BIAAAQ,Insuman Basal 100units/ml suspension for injection 5ml vials
0601012S0BIABAL,Insuman Basal 100units/ml inj 3ml cartridges
0601012S0BIACAI,Insuman Basal 100units/ml inj 3ml pre-filled OptiSet pens
0601012S0BIADAI,Insuman Basal 100units/ml inj 3ml pre-filled SoloStar pens
0601012U0,Protamine zinc insulin
0601012U0AA,Insulin protamine zinc
0601012U0AAAAAA,Insulin protamine zinc bovine 100units/ml inj 10ml vials
0601012U0BB,Insulin Hypurin Bovine Protamine Zinc
0601012U0BBAAAA,Hypurin Bovine Protamine Zinc 100units/ml inj 10ml vials
0601012V0,Insulin glargine
0601012V0AA,Insulin glargine
0601012V0AAAAAA,Insulin glargine 100units/ml inj 3ml cartridges
0601012V0AAABAB,Insulin glargine 100units/ml inj 10ml vials
0601012V0AAADAD,Insulin glargine 100units/ml inj 3ml pf dispos dev
0601012V0AAAEAE,Insulin glargine 300units/ml inj 1.5ml pf dispos dev
0601012V0AAAFAF,Insulin glargine 300units/ml inj 3ml pf disposable devices
0601012V0BB,Insulin Lantus
0601012V0BBAAAA,Lantus 100units/ml solution for injection 3ml cartridges
0601012V0BBABAB,Lantus 100units/ml solution for injection 10ml vials
0601012V0BBACAD,Lantus 100units/ml inj 3ml pre-filled OptiSet pens
0601012V0BBADAA,Lantus 100units/ml inj 3ml OptiClik cartridges
0601012V0BBAEAD,Lantus 100units/ml inj 3ml pre-filled SoloStar pens
0601012V0BC,Toujeo
0601012V0BCAAAE,Toujeo 300units/ml inj 1.5ml pre-filled SoloStar pens
0601012V0BCABAF,Toujeo 300units/ml inj 3ml pre-filled DoubleStar pens
0601012V0BD,Abasaglar
0601012V0BDABAA,Abasaglar 100units/ml solution for injection 3ml cartridges
0601012V0BDACAD,Abasaglar KwikPen 100units/ml inj 3ml pre-filled pens
0601012V0BE,Semglee
0601012V0BEAAAD,Semglee 100units/ml inj 3ml pre-filled pens
0601012W0,Biphasic insulin aspart
0601012W0AA,Insulin aspart biphasic
0601012W0AAAAAA,Insulin aspart biphasic 30/70 100units/ml inj 3ml cartridges
0601012W0AAABAB,Insulin aspart biphasic 30/70 100u/ml inj 3ml pf dispos dev
0601012W0BB,NovoMix
0601012W0BBAAAA,NovoMix 30 Penfill 100units/ml inj 3ml cartridges
0601012W0BBABAB,NovoMix 30 FlexPen 100units/ml inj 3ml pre-filled pens
0601012X0,Insulin detemir
0601012X0AA,Insulin detemir
0601012X0AAAAAA,Insulin detemir 100units/ml inj 3ml cartridges
0601012X0AAABAB,Insulin detemir 100units/ml inj 3ml pf dispos dev
0601012X0BB,Insulin Levemir (Novo-Nordisk)
0601012X0BBAAAA,Levemir Penfill 100units/ml inj 3ml cartridges
0601012X0BBABAB,Levemir FlexPen 100units/ml inj 3ml pre-filled pens
0601012X0BBACAB,Levemir InnoLet 100units/ml inj 3ml pre-filled pens
0601012Z0,Insulin degludec
0601012Z0AA,Insulin degludec
0601012Z0AAAAAA,Insulin degludec 100units/ml inj 3ml cartridges
0601012Z0AAABAB,Insulin degludec 100units/ml inj 3ml pf dispos dev
0601012Z0AAACAC,Insulin degludec 200units/ml inj 3ml pf dispos dev
0601012Z0BB,Insulin Tresiba
0601012Z0BBAAAA,Tresiba Penfill 100units/ml inj 3ml cartridges
0601012Z0BBABAB,Tresiba FlexTouch 100units/ml inj 3ml pre-filled pens
0601012Z0BBACAC,Tresiba FlexTouch 200units/ml inj 3ml pre-filled pens
060102,Antidiabetic drugs
0601021,Sulfonylureas
0601021A0,Glimepiride
0601021A0AA,Glimepiride
0601021A0AAAAAA,Glimepiride 2mg tablets
0601021A0AAABAB,Glimepiride 1mg tablets
0601021A0AAACAC,Glimepiride 3mg tablets
0601021A0AAADAD,Glimepiride 4mg tablets
0601021A0AAAGAG,Glimepiride 2mg/5ml oral liquid
0601021A0AAAHAH,Glimepiride 6mg/5ml oral suspension
0601021A0BB,Amaryl
0601021A0BBAAAA,Amaryl 2mg tablets
0601021A0BBABAB,Amaryl 1mg tablets
0601021A0BBACAC,Amaryl 3mg tablets
0601021A0BBADAD,Amaryl 4mg tablets
0601021A0BC,Niddaryl
0601021A0BCAAAB,Niddaryl 1mg tablets
0601021A0BCABAA,Niddaryl 2mg tablets
0601021A0BCACAC,Niddaryl 3mg tablets
0601021A0BCADAD,Niddaryl 4mg tablets
0601021E0,Chlorpropamide
0601021E0AA,Chlorpropamide
0601021E0AAAAAA,Chlorpropamide 100mg tablets
0601021E0AAABAB,Chlorpropamide 250mg tablets
0601021E0AAADAD,Chlorpropamide 250mg/5ml oral suspension
0601021H0,Glibenclamide
0601021H0AA,Glibenclamide
0601021H0AAAAAA,Glibenclamide 2.5mg tablets
0601021H0AAABAB,Glibenclamide 5mg tablets
0601021H0AAAIAI,Glibenclamide 625micrograms/5ml oral liquid
0601021H0AAAJAJ,Glibenclamide 5mg/5ml oral liquid
0601021H0AAAKAK,Glibenclamide 2.5mg/5ml oral liquid
0601021H0AAAMAM,Glibenclamide 15mg/5ml oral liquid
0601021H0AAANAN,Glibenclamide 7.5mg/5ml oral liquid
0601021H0AAAPAP,Glibenclamide 600micrograms/ml oral suspension sugar free
0601021H0AAAQAQ,Glibenclamide 6mg/ml oral suspension sugar free
0601021H0BB,Daonil
0601021H0BBAAAB,Daonil 5mg tablets
0601021H0BBACAA,Semi-Daonil 2.5mg tablets
0601021H0BD,Euglucon
0601021H0BDAAAA,Euglucon 2.5mg tablets
0601021H0BDABAB,Euglucon 5mg tablets
0601021H0BK,Diabetamide
0601021H0BKAAAA,Diabetamide 2.5mg tablets
0601021H0BKABAB,Diabetamide 5mg tablets
0601021H0BN,Amglidia
0601021H0BNAAAP,Amglidia 0.6mg/ml oral suspension with 1ml oral syringe
0601021H0BNABAP,Amglidia 0.6mg/ml oral suspension with 5ml oral syringe
0601021H0BNACAQ,Amglidia 6mg/ml oral suspension with 1ml oral syringe
0601021H0BNADAQ,Amglidia 6mg/ml oral suspension with 5ml oral syringe
0601021M0,Gliclazide
0601021M0AA,Gliclazide
0601021M0AAAAAA,Gliclazide 80mg tablets
0601021M0AAAGAG,Gliclazide 60mg/5ml oral suspension
0601021M0AAAHAH,Gliclazide 50mg/5ml oral suspension
0601021M0AAAIAI,Gliclazide 120mg/5ml oral suspension
0601021M0AAAJAJ,Gliclazide 160mg/5ml oral suspension
0601021M0AAALAL,Gliclazide 100mg/5ml oral suspension
0601021M0AAAMAM,Gliclazide 30mg modified-release tablets
0601021M0AAANAN,Gliclazide 20mg/5ml oral suspension
0601021M0AAAPAP,Gliclazide 30mg/5ml oral suspension
0601021M0AAARAR,Gliclazide 40mg tablets
0601021M0AAASAS,Gliclazide 80mg/5ml oral suspension
0601021M0AAATAT,Gliclazide 60mg modified-release tablets
0601021M0AAAUAU,Gliclazide 40mg/5ml oral suspension
0601021M0AAAVAV,Gliclazide 160mg tablets
0601021M0BB,Diamicron
0601021M0BBAAAA,Diamicron 80mg tablets
0601021M0BBABAM,Diamicron 30mg MR tablets
0601021M0BC,Diaglyk
0601021M0BCAAAA,Diaglyk 80mg tablets
0601021M0BD,Vivazide
0601021M0BDAAAA,Vivazide 80mg tablets
0601021M0BE,Glimil
0601021M0BEAAAA,Glimil 80mg tablets
0601021M0BF,Nazdol
0601021M0BFAAAM,Nazdol MR 30mg tablets (Consilient Health)
0601021M0BFABAM,Nazdol MR 30mg tablets (Mylan)
0601021M0BFACAM,Nazdol MR 30mg tablets (Teva)
0601021M0BG,Edicil
0601021M0BGAAAM,Edicil MR 30mg tablets
0601021M0BH,Dacadis
0601021M0BHAAAM,Dacadis MR 30mg tablets
0601021M0BI,Zicron
0601021M0BIAAAR,Zicron 40mg tablets
0601021M0BIABAM,Zicron PR 30mg tablets
0601021M0BJ,Vitile
0601021M0BJAAAM,Vitile XL 30mg tablets
0601021M0BK,Laaglyda M/R
0601021M0BKAAAT,Laaglyda MR 60mg tablets
0601021M0BL,Ziclaseg
0601021M0BLAAAM,Ziclaseg 30mg modified-release tablets
0601021M0BM,Vamju
0601021M0BMAAAM,Vamju 30mg modified-release tablets
0601021M0BMABAT,Vamju 60mg modified-release tablets
0601021M0BN,Bilxona
0601021M0BNAAAM,Bilxona 30mg modified-release tablets
0601021M0BNABAT,Bilxona 60mg modified-release tablets (Actavis)
0601021M0BNACAT,Bilxona 60mg modified-release tablets (Accord)
0601021M0BP,Glydex
0601021M0BPAAAV,Glydex 160mg tablets
0601021M0BQ,Lamzarin
0601021M0BQAAAM,Lamzarin 30mg modified-release tablets
0601021M0BQABAT,Lamzarin 60mg modified-release tablets
0601021P0,Glipizide
0601021P0AA,Glipizide
0601021P0AAAAAA,Glipizide 2.5mg tablets
0601021P0AAABAB,Glipizide 5mg tablets
0601021P0BB,Glibenese
0601021P0BBAAAB,Glibenese 5mg tablets
0601021P0BC,Minodiab
0601021P0BCACAA,Minodiab 2.5mg tablets
0601021P0BCADAB,Minodiab 5mg tablets
0601021R0,Gliquidone
0601021R0AA,Gliquidone
0601021R0AAAAAA,Gliquidone 30mg tablets
0601021R0BB,Glurenorm
0601021R0BBAAAA,Glurenorm 30mg tablets
0601021X0,Tolbutamide
0601021X0AA,Tolbutamide
0601021X0AAADAD,Tolbutamide 500mg tablets
0601021X0AAAJAJ,Tolbutamide 500mg/5ml oral suspension
0601021X0AAAKAK,Tolbutamide 250mg/5ml oral suspension
0601021X0AAALAL,Tolbutamide 1g/5ml oral suspension
0601022,Biguanides
0601022B0,Metformin hydrochloride
0601022B0AA,Metformin hydrochloride
0601022B0AAABAB,Metformin 500mg tablets
0601022B0AAADAD,Metformin 850mg tablets
0601022B0AAAIAI,Metformin 500mg/5ml oral liquid
