code,term
1202020K0BCAAAA,Fenox 0.5% nasal drops
1202020K0BCABAB,Fenox 0.5% nasal spray
1202020L0,Sodium chloride
1202020L0AA,Sodium chloride (Nasal)
1202020L0AAADAD,Sodium chloride 0.9% nebuliser liquid 2.5ml unit dose vials
1202020L0AABEBE,Sodium chloride 0.9% nebuliser liquid 20ml unit dose vials
1202020L0AABNBN,Sodium chloride 7% nebuliser liquid 5ml ampoules
1202020L0AABQBQ,Sodium chloride 7% nebuliser liquid
1202020L0AABZBZ,Sodium chloride 3% nebuliser liquid
1202020L0AACACA,Sodium chloride 3% nebuliser liquid 10ml unit dose vials
1202020L0AACBCB,Sodium chloride 3% nebuliser liquid 20ml unit dose vials
1202020L0AACCCC,Sodium chloride 0.9% neb liq 2.5ml unit dose ampoules
1202020L0AACDCD,Sodium chloride 7% nebuliser liquid 5ml bottles
1202020L0BC,Saline Steri-Neb
1202020L0BCAACC,Saline 0.9% neb liq 2.5ml Steri-Neb unit dose ampoules
1202020L0BJ,Saline Steripoule (Galen)
1202020L0BJAABE,Saline nebuliser liquid 20ml unit dose Steripoule vials
1202020L0BJABCC,Saline Steripoules nebuliser liquid 2.5ml unit dose ampoules
1202020P0,Xylometazoline hydrochloride
1202020P0AA,Xylometazoline hydrochloride
1202020P0AAAAAA,Xylometazoline 0.05% nasal drops
1202020P0AAABAB,Xylometazoline 0.1% nasal drops
1202020P0AAACAC,Xylometazoline 0.1% nasal spray
1202020P0BB,Otrivine
1202020P0BBAAAC,Otrivine Adult nasal spray
1202020P0BBACAA,Otrivine Child nasal drops
1202020P0BBADAB,Otrivine Adult 0.1% nasal drops
1202020P0BBAGAC,Otrivine Adult Menthol nasal spray
1202020P0BBAHAC,Otrivine Adult Measured Dose Sinusitis spray
1202020P0BBAIAC,Otrivine Adult Metered Dose 0.1% nasal spray
1202020P0BBAJAC,Otrivine Allergy Relief 0.1% nasal spray
1202020P0BBAKAC,Otrivine Congestion Relief 0.1% nasal spray
1202020P0BG,Otradrops
1202020P0BGAAAA,Otradrops Child nasal drops
1202020P0BGABAB,Otradrops Adult Formula 0.1% nasal drops
1202020P0BH,Otraspray
1202020P0BHAAAC,Otraspray nasal spray
1202020P0BI,Tixycolds (Nasal)
1202020P0BIAAAA,Tixycolds Cold and Allergy nasal drops
1202020P0BJ,Sudafed (Nasal)
1202020P0BJAAAC,Sudafed Blocked Nose 0.1% spray
1202020P0BJABAC,Sudafed Mucus Relief 0.1% nasal spray
1202020P0BJACAC,Sudafed Congestion Relief 0.1% nasal spray
1202020P0BJAEAC,Sudafed Sinus-Ease 0.1% nasal spray
1202020Q0,Xylometazoline hydrochloride/ipratropium bromide
1202020Q0AA,Xylometazoline hydrochloride/ipratropium bromide
1202020Q0AAAAAA,Xylometazoline 70microg/Ipratropium brom 84microg/dose spy
1202020Q0BB,Otrivine (Xylometazoline hydrochloride/ipratropium bromide)
1202020Q0BBAAAA,Otrivine Extra Dual Relief 0.5mg/ml / 0.6mg/ml nasal spray
120203,Nasal preparations for infection
1202030,Nasal preparations for infection
120203000,Other nasal infection preparations
120203000AA,Generic compound preparation BNF 1202030
120203000AAAAAA,Bismuth subnitrate and Iodoform paste 30g sachets
120203000AAABAB,Bismuth subnit 20%/Iodo 40% paste IG dressing 1.25cm x 100cm
120203000AAACAC,Bismuth subnit 20%/Iodo 40% paste IG dressing 1.25cm x 200cm
120203000AAADAD,Bismuth subnit 20%/Iodo 40% paste IG dressing 1.25cm x 300cm
120203000AAAEAE,Bismuth subnit 20% /Iodo 40% paste IG dressing 2.5cm x 100cm
120203000AAAFAF,Bismuth subnit 20% /Iodo 40% paste IG dressing 2.5cm x 200cm
120203000AAAGAG,Bismuth subnit 20% /Iodo 40% paste IG dressing 2.5cm x 300cm
1202030D0,Fusafungine
1202030D0AA,Fusafungine
1202030D0AAABAB,Fusafungine 500micrograms/dose nsl/oromucosal spy sugar free
1202030D0BB,Locabiotal
1202030D0BBABAB,Locabiotal 500micrograms/dose nasal/oromucosal spray
1202030R0,Mupirocin
1202030R0AA,Mupirocin (Nasal)
1202030R0AAAAAA,Mupirocin 2% nasal ointment
1202030R0BB,Bactroban (Nasal)
1202030R0BBAAAA,Bactroban 2% nasal ointment
1202030S0,Neomycin sulfate
1202030S0AA,Neomycin sulfate (Anti-Infective Nasal)
1202030S0AAAAAA,Neomycin 0.5% / Chlorhexidine hydrochloride 0.1% cream
1202030S0BB,Naseptin
1202030S0BBAAAA,Naseptin nasal cream
1203,Drugs acting on the oropharynx
120301,Drugs for oral ulceration and inflammation
1203010,Drugs for oral ulceration and inflammation
120301000,Other oral ulceration and inflammation preparations
120301000AA,Generic compound preparation BNF 1203010
120301000AAAMAM,Chlorobutanol 1% tincture
120301000BC,Proprietary compound preparation BNF 1203010
120301000BCBCAM,Frador 1% tincture
120301000BCBJA0,Rinstead pastilles sugar free
1203010C0,Benzocaine
1203010C0AA,Benzocaine (Systemic)
1203010C0AAAKAK,Benzocaine 150mg/5ml oral liquid
1203010C0AAALAL,Benzocaine 2% / Chloroxylenol 0.106% oromucosal gel SF
1203010C0AAAPAP,Benzocaine 10% dental gel sugar free
1203010C0AAAQAQ,Benzocaine 125mg/5ml oral liquid
1203010C0AAARAR,Benzocaine 20% dental gel sugar free
1203010C0BG,Rinstead (Benzocaine)
1203010C0BGAAAL,Rinstead Adult gel
1203010C0BJ,Orajel
1203010C0BJAAAP,Orajel 10% dental gel
1203010C0BJABAP,Orajel 10% mouth gel
1203010C0BJACAR,Orajel Extra Strength 20% dental gel
1203010E0,Benzydamine hydrochloride
1203010E0AA,Benzydamine hydrochloride (Mouthwash)
1203010E0AAAAAA,Benzydamine 0.15% mouthwash sugar free
1203010E0AAABAB,Benzydamine 0.15% oromucosal spray sugar free
1203010E0BB,Difflam (Mouthwash)
1203010E0BBAAAA,Difflam Oral Rinse 0.15% solution
1203010E0BBABAB,Difflam 0.15% spray
1203010E0BBACAA,Difflam 0.15% Sore Throat Rinse
1203010F0,Flubiprofen
1203010F0AA,Flurbiprofen (Sore Throat)
1203010F0AAAAAA,Flurbiprofen 8.75mg lozenges
1203010F0BB,Strefen
1203010F0BBAAAA,Strefen Honey and Lemon 8.75mg lozenges
1203010G0,Carbenoxolone sodium
1203010G0AA,Carbenoxolone sodium (Mouthwash)
1203010G0AAADAD,Carbenoxolone 1% granules 2g sachets
1203010G0BC,Bioplex
1203010G0BCABAD,Bioplex Mouthwash 1% granules 2g sachets
1203010K0,Choline salicylate
1203010K0AA,Choline salicylate
1203010K0AAABAB,Choline salicylate 8.7% oromucosal gel sugar free
1203010K0BB,Bonjela (Mouthwash)
1203010K0BBAAAB,Bonjela Original gel
1203010K0BBABAB,Bonjela Cool Mint gel
1203010K0BC,Teejel
1203010K0BCAAAB,Dinneford's Teejel gel
1203010M0,Hydrocortisone (Sodium succinate)
1203010M0AA,Hydrocortisone (Mouthwash)
1203010M0AAAAAA,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free
1203010M0AAABAB,Hydrocortisone 4mg pastilles
1203010M0BB,Corlan
1203010M0BBAAAA,Corlan 2.5mg Pellets
1203010Q0,Lidocaine hydrochloride
1203010Q0AA,Lidocaine hydrochloride (Mouthwash)
1203010Q0AAAAAA,Lidocaine 0.66% / Aminoacridine 0.05% oromucosal gel
1203010Q0AAACAC,Lidocaine 0.33%/Cetylpyridinium chlor 0.1% oromucosal gel SF
1203010Q0AAAHAH,Lidocaine 0.5%/Cetylpyridinium chlor 0.1% oromucosal gel SF
1203010Q0AAAIAI,Generic Anbesol Adult Strength gel sugar free
1203010Q0AAAJAJ,Generic Anbesol teething gel sugar free
1203010Q0AAAPAP,Lidocaine 0.33%/Cetalkonium chloride 0.01% oromucosal gel SF
1203010Q0AAAQAQ,Lidocaine 0.66% / Aminoacridine 0.05% oromucosal gel SF
1203010Q0BB,Medijel (Gel)
1203010Q0BBAAAA,Medijel oromucosal gel
1203010Q0BD,Calgel
1203010Q0BDAAAC,Calgel teething gel
1203010Q0BE,Dentinox (Mouthwash)
1203010Q0BEAAAC,Dentinox teething gel
1203010Q0BI,Rinstead (Lidocaine hydrochloride)
1203010Q0BIAAAH,Rinstead teething gel
1203010Q0BJ,Anbesol (Gel)
1203010Q0BJAAAI,Anbesol Adult Strength gel
1203010Q0BJABAJ,Anbesol teething gel
1203010Q0BL,Bonjela (Teething)
1203010Q0BLAAAP,Bonjela Teething gel
1203010Q0BM,Iglu
1203010Q0BMAAAQ,Iglu oromucosal gel
1203010Q0BMABAQ,Iglu Rapid Relief oromucosal gel
1203010S0,Salicylic acid
1203010S0AA,Generic solution
1203010S0AAAAAA,Salicylic acid 1% / Rhubarb extract 5% oromucosal solution
1203010S0BB,Pyralvex
1203010S0BBAAAA,Pyralvex solution
1203010T0,Triamcinolone acetonide
1203010T0AA,Triamcinolone acetonide (Mouthwash)
1203010T0AAAGAG,Triamcinolone 0.1% oromucosal paste
1203010T0BB,Adcortyl in Orabase
1203010T0BBAAAG,Adcortyl in Orabase 0.1% oromucosal paste
1203010T0BBABAG,Adcortyl In Orabase for Mouth Ulcer 0.1% oromucosal paste
1203010U0,Doxycycline hyclate
1203010U0AA,Doxycycline hyclate (Periodontitis)
1203010U0AAABAB,Doxycycline 20mg tablets
1203010U0BB,Periostat
1203010U0BBABAB,Periostat 20mg tablets
1203010V0,Lidocaine/cetylpyridinium
1203010V0AA,Lidocaine/cetylpyridinium
1203010V0AAAAAA,Lidocaine 0.6%/Cetylpyridinium chloride 0.02% oromucosal gel
1203010V0BB,Boots (Mouthwash)
1203010V0BBAAAA,Boots Mouth Ulcer gel
120302,Oropharyngeal anti-infective drugs
1203020,Oropharyngeal anti-infective drugs
1203020C0,Amphotericin
1203020C0AA,Amphotericin (Oropharyngeal)
1203020C0AAAAAA,Amphotericin B 10mg lozenges sugar free
1203020C0BB,Fungilin (Mouthwash)
1203020C0BBAAAA,Fungilin 10mg lozenges
1203020H0,Miconazole
1203020H0AA,Miconazole (Mouthwash)
1203020H0AAAAAA,Miconazole 20mg/g oromucosal gel sugar free
1203020H0AAADAD,Miconazole 50mg muco-adhesive buccal tablets sugar free
1203020H0BB,Daktarin (Mouthwash)
1203020H0BBAAAA,Daktarin 20mg/g oromucosal gel
1203020H0BD,Loramyc
1203020H0BDAAAD,Loramyc 50mg muco-adhesive buccal tablets
1203020J0,Metronidazole
1203020J0AA,Metronidazole (Mouthwash)
1203020J0AAAAAA,Metronidazole 25% oromucosal gel sugar free
1203020J0BB,Elyzol (Mouthwash)
1203020J0BBAAAA,Elyzol 25% oromucosal gel
1203020N0,Nystatin
1203020N0AA,Nystatin (Mouthwash)
1203020N0AAAAAA,"Nystatin 100,000unit pastilles"
1203020N0BB,Nystan (Mouthwash)
1203020N0BBAAAA,"Nystan 100,000unit pastilles"
1203020P0,Minocycline hydrochloride
1203020P0AA,Minocycline hydrochloride (Mouthwash)
1203020P0AAAAAA,Minocycline 2% dental gel sugar free
1203020P0BB,Dentomycin
1203020P0BBAAAA,Dentomycin 2% dental gel
120303,Lozenges and sprays
1203030,Lozenges and sprays
120303000,Other lozenge and spray preparations
120303000AA,Generic compound preparation BNF 1203030
120303000AAAHAH,Menthol 0.3% / Anise oil 0.2% lozenges
120303000AAAIAI,Thyme 59.5mg pastilles
120303000BB,Proprietary compound preparation BNF 1203030
120303000BBBMA0,Sinotar tablets
120303000BBBQAH,Zubes Original lozenges
120303000BBBUA0,Throaties Blackcurrant pastilles
120303000BBBVA0,Throaties Strong Original pastilles
120303000BBBWA0,Zubes Honey & Lemon lozenges
120303000BBBXA0,Echinaforce throat spray
120303000BBBYAI,Buttercup Bronchostop Cough pastilles
120303000BBBZA0,Kilkof lozenges
120303000BBCAA0,Iglu pastilles sugar free
1203030A0,Amylmetacresol
1203030A0AA,Amylmetacresol
1203030A0AAAAAA,Dichlorobenzyl alcohol 1.2mg / Amylmetacresol 600microg loz
1203030A0AAABAB,Generic Strepsils Orange with Vitamin C 100mg lozenges
1203030A0AAACAC,Dichlorobenzyl alc 230microg/Amylmetacresol 120microg loz
1203030A0AAADAD,Amylmetacresol 600microgram lozenges sugar free
1203030A0AAAEAE,Amylmetacresol 600microgram lozenges
1203030A0BB,Strepsils (Amylmetacresol)
1203030A0BBAAAA,Strepsils lozenges
1203030A0BBABAA,Strepsils Honey and Lemon lozenges
1203030A0BBACAB,Strepsils Orange with Vitamin C 100mg lozenges
1203030A0BBADAA,Strepsils lozenges lemon & herb sugar free
1203030A0BBAEAA,Strepsils Strawberry lozenges sugar free
1203030A0BBAGAA,Strepsils Cool lozenges
1203030A0BBAHAA,Strepsils Warm lozenges
1203030A0BBAIAA,Strepsils Children 6+ lozenges
1203030A0BBAJAA,Strepsils Menthol 1.2mg/600microgram lozenges
1203030A0BC,Boots (Amylmetacresol)
