code,term
0801010B0AAADAD,Busulfan 2mg/5ml oral liquid
0801010B0AAAEAE,Busulfan 60mg/10ml solution for infusion ampoules
0801010B0AAAFAF,Busulfan 25mg capsules
0801010B0AAAGAG,Busulfan 60mg/10ml solution for infusion vials
0801010B0BB,Myleran
0801010B0BBABAB,Myleran 2mg tablets
0801010B0BC,Busilvex
0801010B0BCAAAE,Busilvex 60mg/10ml concentrate for inf ampoules
0801010D0,Carmustine
0801010D0AA,Carmustine
0801010D0AAAAAA,Carmustine 100mg inf vials
0801010D0AAABAB,Carmustine 7.7mg implant
0801010D0BB,BiCNU
0801010D0BBAAAA,BiCNU 100mg inf vials
0801010D0BC,Gliadel
0801010D0BCAAAB,Gliadel 7.7mg implant
0801010D0BD,Carmustine obvius
0801010D0BDAAAA,Carmustine Obvius 100mg vials
0801010F0,Chlorambucil
0801010F0AA,Chlorambucil
0801010F0AAAAAA,Chlorambucil 2mg tablets
0801010F0AAABAB,Chlorambucil 5mg tablets
0801010F0BB,Leukeran
0801010F0BBAAAA,Leukeran 2mg tablets
0801010F0BBABAB,Leukeran 5mg tablets
0801010H0,Cyclophosphamide
0801010H0AA,Cyclophosphamide
0801010H0AAABAB,Cyclophosphamide 200mg inj vials
0801010H0AAACAC,Cyclophosphamide 500mg inj vials
0801010H0AAADAD,Cyclophosphamide 1g powder for solution for injection vials
0801010H0AAAFAF,Cyclophosphamide 50mg tablets
0801010H0AAAKAK,Cyclophosphamide 25mg tablets
0801010H0AAAMAM,Cyclophosphamide 35mg/5ml oral liquid
0801010H0AAANAN,Cyclophosphamide 50mg/5ml oral liquid
0801010H0AAAPAP,Cyclophosphamide 25mg/5ml oral liquid
0801010H0AAAQAQ,Cyclophosphamide 75mg/5ml oral liquid
0801010H0AAARAR,Cyclophosphamide 100mg/5ml oral liquid
0801010H0AAAVAV,Cyclophosphamide 40mg/5ml oral liquid
0801010H0BB,Endoxana
0801010H0BBABAF,Endoxana 50mg tablets
0801010H0BBADAB,Endoxana 200mg powder for solution for injection vials
0801010H0BBAEAC,Endoxana 500mg powder for solution for injection vials
0801010H0BBAFAD,Endoxana 1g powder for solution for injection vials
0801010H0BD,Cytoxan
0801010H0BDAAAK,Cytoxan 25mg tablets
0801010J0,Estramustine phosphate
0801010J0AA,Estramustine phosphate
0801010J0AAAAAA,Estramustine 140mg capsules
0801010J0BB,Estracyt
0801010J0BBAAAA,Estracyt 140mg capsules
0801010N0,Ifosfamide
0801010N0AA,Ifosfamide
0801010N0AAABAB,Ifosfamide 1g powder for solution for injection vials
0801010N0AAACAC,Ifosfamide 2g powder for solution for injection vials
0801010N0BB,Mitoxana
0801010N0BBABAB,Mitoxana 1g powder for solution for injection vials
0801010N0BBACAC,Mitoxana 2g powder for solution for injection vials
0801010Q0,Lomustine
0801010Q0AA,Lomustine
0801010Q0AAAAAA,Lomustine 10mg capsules
0801010Q0AAABAB,Lomustine 40mg capsules
0801010Q0AAADAD,Lomustine 100mg capsules
0801010Q0BB,CeeNU
0801010Q0BBACAA,CeeNU 10mg capsules
0801010Q0BBADAD,CeeNU 100mg capsules
0801010S0,Melphalan
0801010S0AA,Melphalan
0801010S0AAABAB,Melphalan 2mg tablets
0801010S0AAACAC,Melphalan 5mg tablets
0801010S0AAADAD,Melphalan 50mg inj vials
0801010S0BB,Alkeran
0801010S0BBAAAB,Alkeran 2mg tablets
0801010S0BBABAC,Alkeran 5mg tablets
0801010S0BBADAD,Alkeran 50mg inj vials
0801010W0,Chlormethine hydrochloride
0801010W0AA,Chlormethine hydrochloride
0801010W0AAAAAA,Chlormethine 10mg solution for injection vials
0801010W0AAABAB,Chlormethine 160micrograms/g gel
0801010W0BC,Ledaga
0801010W0BCAAAB,Ledaga 160micrograms/g gel
0801010Z0,Treosulfan
0801010Z0AA,Treosulfan
0801010Z0AAABAB,Treosulfan 5g powder for solution for injection vials
0801010Z0AAACAC,Treosulfan 250mg capsules
0801010Z0AAADAD,Treosulfan 1g powder for solution for injection vials
0801010Z0BB,Trecondi
0801010Z0BBAAAD,Trecondi 1g powder for solution for infusion
0801010Z0BBABAB,Trecondi 5g powder for solution for infusion
080102,Anthracyclines and cytotoxic antibiotics
0801020,Anthracyclines and cytotoxic antibiotics
0801020D0,Dactinomycin
0801020D0AA,Dactinomycin
0801020D0AAAAAA,Dactinomycin 500microgram inj vials
0801020D0BB,Cosmegen Lyovac
0801020D0BBAAAA,Cosmegen Lyovac 500microgram inj vials
0801020G0,Bleomycin
0801020G0AA,Bleomycin
0801020G0AAAAAA,"Bleomycin 15,000unit powder for solution for injection vials"
0801020G0BC,Bleo-Kyowa
0801020G0BCAAAA,"Bleo-Kyowa 15,000unit inj vials"
0801020J0,Daunorubicin
0801020J0AA,Daunorubicin
0801020J0AAAAAA,Daunorubicin (liposomal) 50mg/25ml inf vials
0801020J0AAABAB,Daunorubicin 20mg powder for solution for infusion vials
0801020J0BB,DaunoXome
0801020J0BBAAAA,DaunoXome 50mg/25ml concentrate for inf vials
0801020K0,Doxorubicin hydrochloride
0801020K0AA,Doxorubicin hydrochloride
0801020K0AAAAAA,Doxorubicin 10mg powder for solution for injection vials
0801020K0AAABAB,Doxorubicin 50mg powder for solution for injection vials
0801020K0AAACAC,Doxorubicin 10mg/5ml solution for injection vials
0801020K0AAADAD,Doxorubicin 50mg/25ml solution for injection vials
0801020K0AAAEAE,Doxorubin 200mg/100ml solution for infusion vials
0801020K0AAAFAF,Doxorubicin liposomal pegylated 20mg/10ml inf vials
0801020K0AAAGAG,Doxorubicin liposomal pegylated 50mg/25ml inf vials
0801020K0AAAHAH,Doxorubicin (liposomal) 50mg inf vials
0801020K0AAAIAI,Doxorubicin 10mg/2ml solution for injection vials
0801020K0AAAJAJ,Doxorubicin 200mg/100ml solution for infusion vials
0801020K0BC,Doxorubicin (Cytosafe)
0801020K0BCAEAC,Doxorubicin 10mg/5ml solution for injection Cytosafe vials
0801020K0BCAFAD,Doxorubicin 50mg/25ml solution for injection Cytosafe vials
0801020K0BCAGAJ,Doxorubicin 200mg/100ml inj Cytosafe vials
0801020K0BD,Caelyx
0801020K0BDAAAF,Caelyx pegylated liposomal 20mg/10ml concentrate for inf
0801020K0BDABAG,Caelyx pegylated liposomal 50mg/25ml concentrate for inf
0801020K0BE,Myocet
0801020K0BEAAAH,Myocet 50mg inf vials
0801020N0,Epirubicin hydrochloride
0801020N0AA,Epirubicin hydrochloride
0801020N0AAAAAA,Epirubicin 10mg powder for solution for injection vials
0801020N0AAABAB,Epirubicin 20mg powder for solution for injection vials
0801020N0AAACAC,Epirubicin 50mg powder for solution for injection vials
0801020N0AAADAD,Epirubicin 10mg/5ml solution for injection vials
0801020N0AAAEAE,Epirubicin 50mg/25ml solution for injection vials
0801020N0AAAFAF,Epirubicin 200mg/100ml solution for infusion vials
0801020N0AAAGAG,Epirubicin 100mg/50ml solution for infusion vials
0801020N0AAAIAI,Epirubicin 20mg/10ml solution for injection vials
0801020N0BB,Pharmorubicin
0801020N0BBAAAA,Pharmorubicin Rapid Dissolution 10mg inj vials
0801020N0BBABAB,Pharmorubicin Rapid Dissolution 20mg inj vials
0801020N0BBACAC,Pharmorubicin Rapid Dissolution 50mg inj vials
0801020N0BBADAD,Pharmorubicin 10mg/5ml solution for injection Cytosafe vials
0801020N0BBAEAE,Pharmorubicin 50mg/25ml inj Cytosafe vials
0801020N0BBAFAF,Pharmorubicin 200mg/100ml inf Cytosafe vials
0801020P0,Idarubicin hydrochloride
0801020P0AA,Idarubicin hydrochloride
0801020P0AAAAAA,Idarubicin 5mg powder for solution for injection vials
0801020P0AAABAB,Idarubicin 10mg powder for solution for injection vials
0801020P0AAACAC,Idarubicin 5mg capsules
0801020P0AAADAD,Idarubicin 10mg capsules
0801020P0AAAEAE,Idarubicin 25mg capsules
0801020P0AAAFAF,Idarubicin 10mg/10ml solution for injection vials
0801020P0AAAGAG,Idarubicin 5mg/5ml solution for injection vials
0801020P0BB,Zavedos
0801020P0BBAAAA,Zavedos 5mg powder for solution for injection vials
0801020P0BBABAB,Zavedos 10mg powder for solution for injection vials
0801020P0BBACAD,Zavedos 10mg capsules
0801020P0BBADAE,Zavedos 25mg capsules
0801020P0BBAEAC,Zavedos 5mg capsules
0801020Q0,Mitomycin
0801020Q0AA,Mitomycin
0801020Q0AAADAD,Mitomycin 40mg powder for intravesical solution vials
0801020Q0AAAEAE,Mitomycin 2mg powder for solution for injection vials
0801020Q0AAAFAF,Mitomycin 10mg powder for solution for injection vials
0801020Q0AAAGAG,Mitomycin 20mg powder for solution for injection vials
0801020Q0BB,Mitomycin-C Kyowa
0801020Q0BBAAAE,Mitomycin-C Kyowa 2mg inj vials
0801020Q0BBABAF,Mitomycin-C Kyowa 10mg inj vials
0801020Q0BBACAG,Mitomycin-C Kyowa 20mg inj vials
0801020Q0BBADAD,Mitomycin-C Kyowa 40mg pdr for intravesical solution vials
0801020Q0BC,Mitocin
0801020Q0BCAAAG,Mitocin 20mg powder for solution for injection vials
0801020R0,Mitoxantrone
0801020R0AA,Mitoxantrone
0801020R0AAAAAA,Mitoxantrone 20mg/10ml solution for infusion vials
0801020R0AAABAB,Mitoxantrone 25mg/12.5ml solution for infusion vials
0801020R0AAACAC,Mitoxantrone 30mg/15ml solution for infusion vials
0801020R0AAAEAE,Mitoxantrone 10mg/5ml solution for infusion vials
0801020R0BB,Novantrone
0801020R0BBAAAA,Novantrone 20mg/10ml solution for infusion vials
0801020R0BBABAB,Novantrone 25mg/12.5ml solution for infusion vials
0801020R0BBACAC,Novantrone 30mg/15ml solution for infusion vials
0801020R0BC,Onkotrone
0801020R0BCAAAA,Onkotrone 20mg/10ml solution for infusion vials
0801020R0BCABAB,Onkotrone 25mg/12.5ml solution for infusion vials
080103,Antimetabolites
0801030,Antimetabolites
0801030AA,Clofarabine
0801030AAAA,Clofarabine
0801030AAAAAAAA,Clofarabine 20mg/20ml solution for infusion vials
0801030AABB,Evoltra
0801030AABBAAAA,Evoltra 20mg/20ml concentrate for inf vials
0801030AB,Nelarabine
0801030ABAA,Nelarabine
0801030ABAAAAAA,Nelarabine 250mg/50ml solution for infusion vials
0801030ABBB,Atriance
0801030ABBBAAAA,Atriance 250mg/50ml solution for infusion vials
0801030AC,Azacitidine
0801030ACAA,Azacitidine
0801030ACAAAAAA,Azacitidine 100mg powder for suspension for injection vials
0801030ACBB,Vidaza
0801030ACBBAAAA,Vidaza 100mg powder for suspension for injection vials
0801030AD,Tegafur/gimeracil/oteracil
0801030ADAA,Tegafur/gimeracil/oteracil
0801030ADAAAAAA,Generic Teysuno 15mg/4.35mg/11.8mg capsules
0801030ADAAABAB,Generic Teysuno 20mg/5.8mg/15.8mg capsules
0801030ADBB,Teysuno
0801030ADBBAAAA,Teysuno 15mg/4.35mg/11.8mg capsules
0801030ADBBABAB,Teysuno 20mg/5.8mg/15.8mg capsules
0801030AE,Decitabine
0801030AEAA,Decitabine
0801030AEAAAAAA,Decitabine 50mg powder for solution for infusion vials
0801030AEBB,Dacogen
0801030AEBBAAAA,Dacogen 50mg pdr for concentrate for inf vials
0801030AF,Trifluridine/tipiracil
0801030AFAA,Trifluridine/tipiracil
0801030AFAAAAAA,Trifluridine 15mg / Tipiracil 6.14mg tablets
0801030AFAAABAB,Trifluridine 20mg / Tipiracil 8.19mg tablets
0801030AFBB,Lonsurf
0801030AFBBAAAA,Lonsurf 15mg/6.14mg tablets
0801030AFBBABAB,Lonsurf 20mg/8.19mg tablets
0801030AG,Gilteritinib
0801030AGAA,Gilteritinib
0801030AGAAAAAA,Gilteritinib 40mg tablets
0801030AGBB,Xospata
0801030AGBBAAAA,Xospata 40mg tablets
0801030C0,Cladribine
0801030C0AA,Cladribine
0801030C0AAAAAA,Cladribine 10mg/10ml solution for infusion vials
0801030C0AAABAB,Cladribine 10mg/5ml solution for injection vials
0801030C0BB,Leustat
0801030C0BBAAAA,Leustat 10mg/10ml solution for infusion vials
0801030C0BC,Litak
0801030C0BCAAAB,Litak 10mg/5ml solution for injection vials
0801030D0,Cytarabine
0801030D0AA,Cytarabine
0801030D0AAAHAH,Cytarabine 100mg/1ml solution for injection vials
0801030D0AAAIAI,Cytarabine 100mg/5ml solution for injection vials
0801030D0AAAJAJ,Cytarabine 500mg/5ml solution for injection vials
0801030D0AAAKAK,Cytarabine 1g/10ml solution for injection vials
0801030D0AAALAL,Cytarabine 2g/20ml solution for injection vials
0801030D0AAAMAM,Cytarabine 500mg/25ml solution for injection vials
0801030D0AAANAN,Cytarabine (liposomal) 50mg/5ml inj vials
0801030D0AAAPAP,Cytarabine 4g/40ml solution for injection vials
0801030D0AAAQAQ,Cytarabine 5g/50ml solution for infusion vials
0801030D0BE,Depocyte
0801030D0BEAAAN,DepoCyte 50mg/5ml suspension for injection vials
0801030D0BF,Cytarabine (Cytosafe)
0801030D0BFAAAI,Cytarabine 100mg/5ml solution for injection Cytosafe vials
0801030D0BFABAM,Cytarabine 500mg/25ml solution for injection Cytosafe vials
0801030D0BFACAK,Cytarabine 1g/10ml solution for injection Cytosafe vials
0801030D0BFADAL,Cytarabine 2g/20ml solution for injection Cytosafe vials
0801030H0,Fluorouracil (Antimetabolites)
0801030H0AA,Fluorouracil (Antimetabolites)
0801030H0AAAAAA,Fluorouracil 250mg capsules
0801030H0AAADAD,Fluorouracil 500mg/20ml solution for injection vials
0801030H0AAAEAE,Fluorouracil 2.5g/100ml solution for infusion vials
0801030H0AAAHAH,Fluorouracil 250mg/10ml solution for injection vials
0801030H0AAARAR,Fluorouracil 500mg/10ml solution for injection vials
0801030H0AAATAT,Fluorouracil 2.5g/50ml solution for infusion vials
0801030H0AAAUAU,Fluorouracil 5g/100ml solution for infusion vials
0801030H0AAAVAV,Fluorouracil 0.5% cream
0801030H0AAAWAW,Fluorouracil 1g/20ml solution for injection vials
0801030H0AAAXAX,Fluorouracil 1% cream
0801030H0AABBBB,Fluorouracil 250mg/5ml solution for injection vials
0801030H0AABCBC,Fluorouracil 1g/40ml inj pre-filled syringes
0801030H0AABDBD,Fluorouracil 1.1g/44ml inj pre-filled syringes
0801030H0AABEBE,Fluorouracil 1.2g/48ml inj pre-filled syringes
0801030H0AABFBF,Fluorouracil 200mg/8ml inj pre-filled syringes
0801030H0AABGBG,Fluorouracil 500mg/20ml inj pre-filled syringes
0801030H0AABHBH,Fluorouracil 600mg/24ml inj pre-filled syringes
0801030H0AABIBI,Fluorouracil 800mg/32ml inj pre-filled syringes
0801030H0AABJBJ,Fluorouracil 900mg/36ml inj pre-filled syringes
0801030H0AABKBK,Fluorouracil 950mg/38ml inj pre-filled syringes
0801030H0BD,Fluoroplex
0801030H0BDAAAX,Fluoroplex 1% cream
0801030H0BF,Carac
0801030H0BFAAAV,Carac 0.5% cream
0801030L0,Mercaptopurine
0801030L0AA,Mercaptopurine
0801030L0AAAAAA,Mercaptopurine 50mg tablets
0801030L0AAABAB,Mercaptopurine 10mg tablets
0801030L0AAACAC,Mercaptopurine 5mg/5ml oral suspension
0801030L0AAAFAF,Mercaptopurine 50mg/5ml oral suspension
0801030L0AAAGAG,Mercaptopurine 10mg capsules
0801030L0AAAHAH,Mercaptopurine 25mg/5ml oral suspension
0801030L0AAAIAI,Mercaptopurine 75mg/5ml oral suspension
0801030L0AAAJAJ,Mercaptopurine 25mg tablets
0801030L0AAAKAK,Mercaptopurine 45mg/5ml oral suspension
0801030L0AAALAL,Mercaptopurine 25mg capsules
0801030L0AAAMAM,Mercaptopurine 30mg capsules
0801030L0AAANAN,Mercaptopurine 75mg tablets
0801030L0AAAPAP,Mercaptopurine 75mg capsules
0801030L0AAAQAQ,Mercaptopurine 20mg/ml oral suspension
0801030L0AAARAR,Mercaptopurine 20mg capsules
0801030L0AAASAS,Mercaptopurine 12.5mg capsules
0801030L0BB,Puri-Nethol
0801030L0BBAAAA,Puri-Nethol 50mg tablets
0801030L0BC,Xaluprine
0801030L0BCABAQ,Xaluprine 20mg/ml oral suspension
0801030L0BD,Hanixol
0801030L0BDAAAA,Hanixol 50mg tablets
0801030P0,Methotrexate
0801030P0AA,Methotrexate
0801030P0AAAIAI,Methotrexate 5mg/2ml solution for injection vials
0801030P0AAAKAK,Methotrexate 500mg/20ml solution for injection vials
0801030P0AAANAN,Methotrexate 50mg/2ml solution for injection vials
0801030P0AAASAS,Methotrexate 200mg/8ml solution for injection vials
0801030P0AABPBP,Methotrexate 5mg/0.2ml inj pre-filled syringes
0801030P0AACGCG,Methotrexate 30mg/1.2ml inj pre-filled syringes
0801030P0AACKCK,Methotrexate 1g/10ml solution for injection vials
0801030P0AACSCS,Methotrexate 5g/50ml solution for infusion vials
0801030P0AACTCT,Methotrexate 1g/40ml solution for injection vials
0801030P0AACUCU,Methotrexate 5g/200ml solution for infusion vials
0801030P0AADNDN,Methotrexate 35mg/1.4ml inj pre-filled syringes
0801030P0AADRDR,Methotrexate 27.5mg/1.1ml inj pre-filled syringes
0801030P0AADVDV,Methotrexate 50mg/2ml inj pre-filled syringes
0801030P0AAEAEA,Methotrexate 32.5mg/1.3ml inj pre-filled syringes
0801030P0AAFDFD,Methotrexate 25mg/3ml inj pre-filled syringes
0801030P0AAFEFE,Methotrexate 20mg/0.8ml inj pre-filled syringes
0801030P0AAFFFF,Methotrexate 22.5mg/0.9ml inj pre-filled syringes
0801030P0AAFGFG,Methotrexate 25mg/1ml inj pre-filled syringes
0801030P0AAFHFH,Methotrexate 10mg/0.4ml inj pre-filled syringes
0801030P0AAFIFI,Methotrexate 7.5mg/0.3ml inj pre-filled syringes
0801030P0AAFJFJ,Methotrexate 12.5mg/0.5ml inj pre-filled syringes
0801030P0AAFKFK,Methotrexate 15mg/0.6ml inj pre-filled syringes
0801030P0AAFLFL,Methotrexate 17.5mg/0.7ml inj pre-filled syringes
0801030P0AAFMFM,Methotrexate 7.5mg/0.3ml inj pre-filled disposable devices
0801030P0AAFNFN,Methotrexate 10mg/0.4ml inj pre-filled disposable devices
0801030P0AAFPFP,Methotrexate 12.5mg/0.5ml inj pre-filled disposable devices
0801030P0AAFQFQ,Methotrexate 15mg/0.6ml inj pre-filled disposable devices
0801030P0AAFRFR,Methotrexate 17.5mg/0.7ml inj pre-filled disposable devices
0801030P0AAFSFS,Methotrexate 20mg/0.8ml inj pre-filled disposable devices
0801030P0AAFTFT,Methotrexate 22.5mg/0.9ml inj pre-filled disposable devices
0801030P0AAFUFU,Methotrexate 25mg/1ml inj pre-filled disposable devices
0801030P0BE,Zlatal
0801030P0BEAAFE,Zlatal 20mg/0.8ml solution for injection pre-filled syringes
0801030P0BEABFF,Zlatal 22.5mg/0.9ml inj pre-filled syringes
0801030P0BEACFG,Zlatal 25mg/1ml solution for injection pre-filled syringes
0801030P0BEADFH,Zlatal 10mg/0.4ml solution for injection pre-filled syringes
0801030P0BEAEFI,Zlatal 7.5mg/0.3ml inj pre-filled syringes
0801030P0BEAFFJ,Zlatal 12.5mg/0.5ml inj pre-filled syringes
0801030P0BEAGFK,Zlatal 15mg/0.6ml solution for injection pre-filled syringes
0801030P0BEAHFL,Zlatal 17.5mg/0.7ml inj pre-filled syringes
0801030P0BF,Nordimet
0801030P0BFAAFM,Nordimet 7.5mg/0.3ml solution for injection pre-filled pens
0801030P0BFABFN,Nordimet 10mg/0.4ml solution for injection pre-filled pens
0801030P0BFACFP,Nordimet 12.5mg/0.5ml solution for injection pre-filled pens
0801030P0BFADFQ,Nordimet 15mg/0.6ml solution for injection pre-filled pens
0801030P0BFAEFR,Nordimet 17.5mg/0.7ml solution for injection pre-filled pens
0801030P0BFAFFS,Nordimet 20mg/0.8ml solution for injection pre-filled pens
0801030P0BFAGFT,Nordimet 22.5mg/0.9ml solution for injection pre-filled pens
0801030P0BFAHFU,Nordimet 25mg/1ml solution for injection pre-filled pens
0801030S0,Tegafur
0801030S0AA,Tegafur
0801030S0AAABAB,Tegafur 100mg / Uracil 224mg capsules
0801030S0BC,Uftoral
0801030S0BCAAAB,Uftoral capsules
0801030T0,Tioguanine
0801030T0AA,Tioguanine
0801030T0AAAAAA,Tioguanine 40mg tablets
0801030T0AAACAC,Tioguanine 10mg capsules
0801030T0BB,Lanvis
0801030T0BBAAAA,Lanvis 40mg tablets
0801030V0,Capecitabine
0801030V0AA,Capecitabine
0801030V0AAAAAA,Capecitabine 500mg tablets
0801030V0AAABAB,Capecitabine 150mg tablets
0801030V0AAACAC,Capecitabine 300mg tablets
0801030V0BB,Xeloda
0801030V0BBAAAA,Xeloda 500mg tablets
0801030V0BBABAB,Xeloda 150mg tablets
0801030W0,Fludarabine phosphate
0801030W0AA,Fludarabine phosphate
0801030W0AAAAAA,Fludarabine phosphate 10mg tablets
0801030W0AAABAB,Fludarabine phosphate 50mg inj vials
0801030W0AAACAC,Fludarabine phosphate 50mg/2ml solution for injection vials
0801030W0BB,Fludara
0801030W0BBAAAA,Fludara 10mg tablets
0801030W0BBABAB,Fludara 50mg powder for solution for injection vials
0801030X0,Gemcitabine
0801030X0AA,Gemcitabine
0801030X0AAAAAA,Gemcitabine 1g powder for solution for infusion vials
0801030X0AAABAB,Gemcitabine 200mg powder for solution for infusion vials
0801030X0AAACAC,Gemcitabine 1.5g powder for solution for infusion vials
0801030X0AAADAD,Gemcitabine 2g powder for solution for infusion vials
0801030X0AAAEAE,Gemcitabine 200mg/5.3ml solution for infusion vials
0801030X0AAAFAF,Gemcitabine 1g/26.3ml solution for infusion vials
0801030X0AAAGAG,Gemcitabine 2g/52.6ml solution for infusion vials
0801030X0AAAHAH,Gemcitabine 200mg/2ml solution for infusion vials
0801030X0AAAIAI,Gemcitabine 1g/10ml solution for infusion vials
0801030X0AAAJAJ,Gemcitabine 2g/20ml solution for infusion vials
0801030X0AAAKAK,Gemcitabine 200mg/5ml solution for infusion vials
0801030X0AAALAL,Gemcitabine 1g/25ml solution for infusion vials
0801030X0AAAMAM,Gemcitabine 2g/50ml solution for infusion vials
0801030X0AAANAN,Gemcitabine 200mg/5.26ml solution for infusion vials
0801030X0BB,Gemzar
0801030X0BBAAAA,Gemzar 1g powder for solution for infusion vials
0801030X0BBABAB,Gemzar 200mg powder for solution for infusion vials
0801030Y0,Pemetrexed
0801030Y0AA,Pemetrexed
0801030Y0AAAAAA,Pemetrexed 500mg powder for solution for infusion vials
0801030Y0AAABAB,Pemetrexed 100mg powder for solution for infusion vials
0801030Y0BB,Alimta
0801030Y0BBAAAA,Alimta 500mg pdr for concentrate for inf vials
0801030Y0BBABAB,Alimta 100mg pdr for concentrate for inf vials
0801030Z0,Raltitrexed
0801030Z0AA,Raltitrexed
0801030Z0AAAAAA,Raltitrexed 2mg powder for solution for infusion vials
0801030Z0BB,Tomudex
0801030Z0BBAAAA,Tomudex 2mg powder for solution for infusion vials
080104,Vinca alkaloids and etoposide
0801040,Vinca alkaloids and etoposide
0801040D0,Etoposide
0801040D0AA,Etoposide
0801040D0AAAAAA,Etoposide 50mg capsules
0801040D0AAABAB,Etoposide 100mg capsules
0801040D0AAADAD,Etoposide 100mg/5ml solution for infusion vials
0801040D0AAAEAE,Etoposide 200mg/10ml solution for infusion vials
0801040D0AAAFAF,Etoposide 500mg/25ml solution for infusion vials
0801040D0AAAGAG,Etoposide 100mg powder for solution for injection vials
0801040D0BB,Vepesid
0801040D0BBAAAA,Vepesid 50mg capsules
