dmd_type,dmd_id,dmd_name,bnf_code
VMP,9904411000001100,Haemophilus type b / Meningococcal C conjugate vaccine powder and solvent for solution for injection 0.5ml vials,1404000AFAAAAAA
AMP,9903711000001109,Menitorix vaccine powder and solvent for solution for injection 0.5ml vials,1404000AFBBAAAA
VMP,10353511000001102,Rotavirus vaccine live oral suspension 1ml vials,1404000AGAAAAAA
VMP,17996111000001109,Rotavirus vaccine live oral suspension 1.5ml pre-filled syringes,1404000AGAAABAB
VMP,34617511000001108,Rotavirus vaccine live oral suspension 1.5ml tube,1404000AGAAACAC
AMP,10344411000001100,Rotarix vaccine live powder and solvent for oral suspension 1ml vials,1404000AGBBAAAA
AMP,17992311000001107,Rotarix vaccine live oral suspension 1.5ml pre-filled syringes,1404000AGBBABAB
AMP,34609911000001106,Rotarix vaccine live oral suspension 1.5ml tube,1404000AGBBACAC
VMP,10893611000001107,"Human papillomavirus (type 6, 11, 16, 18) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes",1404000AHAAAAAA
AMP,10880211000001104,Gardasil vaccine suspension for injection 0.5ml pre-filled syringes,1404000AHBBAAAA
VMP,12299011000001104,"Human papillomavirus (type 16, 18) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes",1404000AIAAAAAA
AMP,12238911000001100,Cervarix vaccine suspension for injection 0.5ml pre-filled syringes,1404000AIBBAAAA
VMP,15651211000001104,"Influenza H1N1 vaccine (split virion, inactivated, adjuvanted) emulsion and suspension for emulsion for injection",1404000AJAAAAAA
AMP,15651011000001109,Pandemrix vaccine emulsion and suspension for emulsion for injection,1404000AJBBAAAA
VMP,15651311000001107,"Influenza H1N1 vaccine (whole virion, Vero cell derived, inactivated) suspension for injection",1404000AKAAAAAA
AMP,15650611000001107,"Celvapan (H1N1) vaccine (whole virion, Vero cell derived, inactivated) suspension for injection",1404000AKBBAAAA
VMP,20113811000001103,Shingles (Herpes Zoster) vaccine (live) powder and solvent for suspension for injection 0.65ml pre-filled syringes,1404000ALAAAAAA
VMP,38737511000001105,Shingles (Herpes Zoster) adjuvanted recombinant vaccine powder and solvent for suspension for injection 0.5ml vials,1404000ALAAABAB
AMP,20110511000001107,Zostavax vaccine powder and solvent for suspension for injection 0.65ml pre-filled syringes,1404000ALBBAAAA
AMP,38736811000001106,Shingrix (Herpes Zoster) adjuvanted recombinant vaccine powder and solvent for suspension for injection 0.5ml vials,1404000ALBCAAAB
VMP,33494711000001106,"Human papillomavirus (type 6, 11, 16, 18, 31, 33, 45, 52, 58) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes",1404000AMAAAAAA
AMP,33493111000001108,Gardasil 9 vaccine suspension for injection 0.5ml pre-filled syringes,1404000AMBBAAAA
VMP,3559211000001100,Meningococcal polysaccharide A and C vaccine powder and solvent for solution for injection vials,1404000ANAAAAAA
AMP,4830711000001100,Mengivac A + C vaccine powder and solvent for solution for injection vials,1404000ANBBAAAA
AMP,3492811000001107,AC Vax vaccine powder and solvent for solution for injection vials,1404000ANBCAAAA
VMP,333670003,Meningococcal C conjugate vaccine suspension for injection 0.5ml vials,1404000APAAAAAA
VMP,7353311000001101,Meningococcal C conjugate vaccine powder and solvent for suspension for injection 0.5ml vials,1404000APAAABAB
VMP,333668007,Meningococcal C conjugate vaccine suspension for injection 0.5ml pre-filled syringes,1404000APAAACAC
AMP,3491411000001100,Meningitec vaccine suspension for injection 0.5ml vials,1404000APBBAAAA
AMP,13631611000001105,Meningitec vaccine suspension for injection 0.5ml pre-filled syringes,1404000APBBABAC
AMP,7336611000001104,Menjugate vaccine powder and solvent for suspension for injection 0.5ml vials,1404000APBCAAAB
AMP,4793211000001106,NeisVac-C vaccine suspension for injection 0.5ml pre-filled syringes,1404000APBDAAAC
VMP,23611911000001107,Generic Bexsero vaccine suspension for injection 0.5ml pre-filled syringes,1404000AQAAAAAA
AMP,23584211000001109,Bexsero vaccine suspension for injection 0.5ml pre-filled syringes,1404000AQBBAAAA
VMP,34617111000001104,Generic Trumenba vaccine suspension for injection 0.5ml pre-filled syringes,1404000AQBCAAA0
AMP,34610811000001107,Trumenba vaccine suspension for injection 0.5ml pre-filled syringes,1404000AQBCAAA0
VMP,15437211000001107,"Japanese encephalitis vaccine (inactivated, adsorbed) suspension for injection 0.5ml pre-filled syringes",1404000ARAAAAAA
AMP,15399311000001108,Ixiaro vaccine suspension for injection 0.5ml pre-filled syringes,1404000ARBBAAAA
VMP,13756811000001108,Japanese encephalitis vaccine solution for injection 10ml vials,1404000ASAAAAAA
VMP,13756911000001103,Japanese encephalitis vaccine solution for injection 1ml vials,1404000ASAAABAB
VMP,13757011000001104,Japanese encephalitis vaccine solution for injection 20ml vials,1404000ASAAACAC
AMP,13746011000001104,Japanese encephalitis GCVC vaccine solution for injection 1ml vials,1404000ASBBAAAB
AMP,13747911000001102,Japanese encephalitis GCVC vaccine solution for injection 10ml vials,1404000ASBBABAA
AMP,13748211000001105,Japanese encephalitis GCVC vaccine solution for injection 20ml vials,1404000ASBBACAC
VMP,9324711000001105,Bacillus Calmette-Guerin vaccine powder and solvent for suspension for injection vials,1404000C0AAAAAA
AMP,9316611000001101,Bacillus Calmette-Guerin vaccine powder and solvent for suspension for injection vials,1404000C0AAAAAA
VMP,33523611000001101,Bacillus Calmette-Guerin vaccine powder and solvent for suspension for injection ampoules,1404000C0AAAFAF
VMP,37247711000001104,Bacillus Calmette-Guerin vaccine powder for suspension for injection 1ml vials,1404000C0AAAGAG
AMP,33513711000001100,InterVax BCG vaccine powder and solvent for suspension for injection ampoules,1404000C0BCAAAF
AMP,37240111000001101,BCG Vaccine AJV powder for suspension for injection 1ml vials,1404000C0BDAAAG
AMP,37240411000001106,Diluted Sauton AJV solvent for suspension for injection 1ml vials,1404000C0BEAAA0
VMP,5191011000001100,Cholera vaccine oral suspension and vehicle,1404000E0AAAJAJ
AMP,5185911000001103,Dukoral cholera vaccine oral suspension,1404000E0BFAAAJ
VMP,35369211000001101,Diphtheria / Tetanus vaccine (adsorbed) for adults and adolescents suspension for injection 0.5ml pre-filled syringes,1404000F0AAARAR
VMP,4702311000001106,Diphtheria / Tetanus / Pertussis (acellular component) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes,1404000F0AAAVAV
VMP,7386611000001107,Diphtheria / Tetanus / Poliomyelitis (inactivated) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes,1404000F0AAAWAW
VMP,8888711000001107,Diphtheria (low dose) / Tetanus / Pertussis (acellular component) / Poliomyelitis (inactivated) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes,1404000F0AAAXAX
VMP,34769511000001105,Diphtheria / Tetanus / Pertussis (acellular component) / Hepatitis B (surface antigen) / Poliomyelitis (inactivated) / Haemophilus type b conjugate vaccine (adsorbed) powder and suspension for suspension for injection 0.5ml pre-filled syringes,1404000F0AAAZAZ
VMP,8100611000001109,Diphtheria / Tetanus / Pertussis (acellular component) / Poliomyelitis (inactivated) / Haemophilus type b conjugate vaccine (adsorbed) suspension for injection 0.5ml vials,1404000F0AABABA
VMP,10795711000001100,Diphtheria / Tetanus / Pertussis (acellular component) / Poliomyelitis (inactivated) / Haemophilus type b conjugate vaccine (adsorbed) powder and suspension for suspension for injection 0.5ml pre-filled syringes,1404000F0AABBBB
VMP,8153411000001106,Diphtheria / Tetanus / Pertussis (acellular component) / Poliomyelitis (inactivated) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes,1404000F0AABBBB
AMP,2984011000001101,Diftavax vaccine suspension for injection 0.5ml pre-filled syringes,1404000F0BJAAAR
AMP,4697711000001102,Infanrix vaccine suspension for injection 0.5ml pre-filled syringes,1404000F0BKAAAV
AMP,7374311000001101,Revaxis vaccine suspension for injection 0.5ml pre-filled syringes,1404000F0BLAAAW
AMP,8882411000001103,Repevax vaccine suspension for injection 0.5ml pre-filled syringes,1404000F0BMAAAX
AMP,8426011000001105,Infanrix-IPV vaccine suspension for injection 0.5ml pre-filled syringes,1404000F0BNAABB
AMP,10776511000001109,Infanrix-IPV + Hib vaccine powder and suspension for suspension for injection 0.5ml pre-filled syringes,1404000F0BNABBB
AMP,26267211000001100,Boostrix-IPV suspension for injection 0.5ml pre-filled syringes,1404000F0BPAAAX
AMP,34765811000001105,Infanrix Hexa vaccine powder and suspension for suspension for injection 0.5ml pre-filled syringes,1404000F0BQAAAZ
AMP,8088811000001100,Pediacel vaccine suspension for injection 0.5ml vials,1404000F0BRAABA
VMP,35369311000001109,Hepatitis B (rDNA) 10micrograms/0.5ml vaccine suspension for injection vials,1404000G0AAAAAA
VMP,35369411000001102,Hepatitis B (rDNA) 20micrograms/1ml vaccine suspension for injection vials,1404000G0AAABAB
VMP,36055711000001103,Hepatitis B (rDNA) 20micrograms/1ml vaccine suspension for injection pre-filled syringes,1404000G0AAACAC
VMP,3486911000001104,Hepatitis B (rDNA) 10micrograms/1ml vaccine suspension for injection vials,1404000G0AAADAD
VMP,10774411000001102,Hepatitis B (rDNA) 10micrograms/1ml vaccine suspension for injection pre-filled syringes,1404000G0AAAEAE
VMP,10774511000001103,Hepatitis B (rDNA) 5micrograms/0.5ml vaccine suspension for injection pre-filled syringes,1404000G0AAAFAF
VMP,3486811000001109,Hepatitis B (rDNA) 40micrograms/1ml vaccine suspension for injection vials,1404000G0AAAGAG
VMP,4139611000001109,Hepatitis B (rDNA) 5micrograms/0.5ml vaccine suspension for injection vials,1404000G0AAAHAH
VMP,3487011000001100,Hepatitis B (rDNA) 10micrograms/0.5ml vaccine suspension for injection pre-filled syringes,1404000G0AAAIAI
VMP,9564011000001101,Hepatitis B (rDNA) 20micrograms/0.5ml vaccine suspension for injection pre-filled syringes,1404000G0AAAJAJ
AMP,2988811000001104,Engerix B 20micrograms/1ml vaccine suspension for injection vials,1404000G0BCAAAB
AMP,2990211000001104,Engerix B 10micrograms/0.5ml vaccine suspension for injection vials,1404000G0BCABAA
AMP,2991611000001107,Engerix B 20micrograms/1ml vaccine suspension for injection pre-filled syringes,1404000G0BCACAC
AMP,3020511000001106,Engerix B 10micrograms/0.5ml vaccine suspension for injection pre-filled syringes,1404000G0BCADAI
AMP,4130711000001107,HBvaxPRO 5micrograms/0.5ml vaccine suspension for injection vials,1404000G0BEAAAH
AMP,2985811000001108,HBvaxPRO 10micrograms/1ml vaccine suspension for injection vials,1404000G0BEABAD
AMP,2987811000001103,HBvaxPRO 40micrograms/1ml vaccine suspension for injection vials,1404000G0BEACAG
AMP,10751711000001107,HBVAXPRO 5micrograms/0.5ml vaccine suspension for injection pre-filled syringes,1404000G0BEADAF
AMP,10752011000001102,HBVAXPRO 10micrograms/1ml vaccine suspension for injection pre-filled syringes,1404000G0BEAEAE
AMP,9556411000001105,Fendrix 20micrograms/0.5ml vaccine suspension for injection pre-filled syringes,1404000G0BGAAAJ
VMP,348047008,"Influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes",1404000H0AAAFAF
VMP,10309511000001105,"Influenza vaccine (surface antigen, inactivated, virosome) suspension for injection 0.5ml pre-filled syringes",1404000H0AAAFAF
AMP,3252611000001103,"Influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes",1404000H0AAAFAF
VMP,9519711000001102,"Influenza vaccine (split virion, inactivated) suspension for injection 0.25ml pre-filled syringes",1404000H0AAAGAG
AMP,9509211000001106,"Influenza vaccine (split virion, inactivated) suspension for injection 0.25ml pre-filled syringes",1404000H0AAAGAG
VMP,15474011000001107,"Influenza vaccine (split virion, inactivated) 9microgram strain suspension for injection 0.1ml pre-filled syringes",1404000H0AAAHAH
VMP,15507511000001109,"Influenza vaccine (split virion, inactivated) 15microgram strain suspension for injection 0.1ml pre-filled syringes",1404000H0AAAIAI
VMP,19821411000001103,Influenza vaccine (live attenuated) nasal suspension 0.2ml unit dose,1404000H0AAAJAJ
VMP,348046004,"Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes",1404000H0AAAKAK
AMP,10133911000001103,"Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes",1404000H0AAAKAK
AMP,11278411000001109,"Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes",1404000H0AAAKAK
AMP,3244411000001106,"Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes",1404000H0AAAKAK
VMP,36755311000001100,"Influenza vaccine (split virion, inactivated) High Dose suspension for injection 0.5ml pre-filled syringes",1404000H0AAALAL
VMP,37531311000001101,"Adjuvanted trivalent influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes",1404000H0AAAMAM
AMP,37547211000001103,"Adjuvanted trivalent influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes",1404000H0AAAMAM
AMP,3249511000001109,Fluvirin vaccine suspension for injection 0.5ml pre-filled syringes,1404000H0BBAAAF
AMP,3255011000001100,Influvac Sub-unit vaccine suspension for injection 0.5ml pre-filled syringes,1404000H0BCAAAF
AMP,35727111000001109,Influvac sub-unit Tetra vaccine suspension for injection 0.5ml pre-filled syringes,1404000H0BCADAF
AMP,3245911000001104,Fluarix vaccine suspension for injection 0.5ml pre-filled syringes,1404000H0BFAAAK
AMP,3247011000001105,Begrivac vaccine suspension for injection 0.5ml pre-filled syringes,1404000H0BGAAAK
AMP,3255311000001102,Agrippal vaccine suspension for injection 0.5ml pre-filled syringes,1404000H0BHAAAF
AMP,10306611000001101,Inflexal V vaccine suspension for injection 0.5ml pre-filled syringes,1404000H0BIAAAF
AMP,4365711000001104,Mastaflu vaccine suspension for injection 0.5ml pre-filled syringes,1404000H0BJAAAF
AMP,10306411000001104,Invivac vaccine suspension for injection 0.5ml pre-filled syringes,1404000H0BKAAAF
AMP,9511411000001107,Enzira vaccine suspension for injection 0.5ml pre-filled syringes,1404000H0BLAAAK
AMP,10455811000001107,Viroflu vaccine suspension for injection 0.5ml pre-filled syringes,1404000H0BMAAAF
AMP,10859911000001105,Imuvac vaccine suspension for injection 0.5ml pre-filled syringes,1404000H0BNAAAF
AMP,15382311000001101,Optaflu vaccine suspension for injection 0.5ml pre-filled syringes,1404000H0BPAAAF
AMP,15454511000001101,Intanza 9microgram strain vaccine suspension for injection 0.1ml pre-filled syringes,1404000H0BQAAAH
AMP,15506511000001107,Intanza 15microgram strain vaccine suspension for injection 0.1ml pre-filled syringes,1404000H0BQABAI
AMP,19820511000001106,Fluenz vaccine nasal suspension 0.2ml unit dose,1404000H0BRAAAJ
AMP,27114211000001105,Fluenz Tetra vaccine nasal suspension 0.2ml unit dose,1404000H0BRABAJ
AMP,20292211000001109,Preflucel vaccine suspension for injection 0.5ml pre-filled syringes,1404000H0BSAAAK
AMP,22628411000001107,Influvac Desu vaccine suspension for injection 0.5ml pre-filled syringes,1404000H0BTAAAF
AMP,22704311000001109,Fluarix Tetra vaccine suspension for injection 0.5ml pre-filled syringes,1404000H0BUAAAK
AMP,30935711000001104,FluMist Quadrivalent vaccine nasal suspension 0.2ml unit dose,1404000H0BVAAAJ
AMP,34680411000001107,"Quadrivalent influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes",1404000H0BWAAAK
AMP,37514711000001105,Fluad vaccine suspension for injection 0.5ml pre-filled syringes,1404000H0BXAAAM
AMP,35726811000001104,Influenza Tetra MYL vaccine suspension for injection 0.5ml pre-filled syringes,1404000H0BYAAAF
AMP,35727411000001104,Influenza MYL vaccine suspension for injection 0.5ml pre-filled syringes,1404000H0BYABAF
AMP,36509011000001106,Flucelvax Tetra vaccine suspension for injection 0.5ml pre-filled syringes,1404000H0BZAAAF
AMP,36754111000001101,"Trivalent influenza vaccine (split virion, inactivated) High Dose suspension for injection 0.5ml pre-filled syringes",1404000H0CBAAAL
VMP,3439311000001100,Pneumococcal polysaccharide vaccine solution for injection 0.5ml vials,1404000L0AAABAB
AMP,34783011000001102,Pneumococcal polysaccharide vaccine solution for injection 0.5ml vials,1404000L0AAABAB
AMP,35111211000001108,Pneumococcal polysaccharide vaccine solution for injection 0.5ml vials,1404000L0AAABAB
AMP,27396511000001105,Pneumococcal polysaccharide vaccine solution for injection 0.5ml vials,1404000L0AAABAB
VMP,3439211000001108,Pneumococcal polysaccharide vaccine solution for injection 0.5ml pre-filled syringes,1404000L0AAACAC
VMP,3439111000001102,Pneumococcal polysaccharide conjugated vaccine (adsorbed) suspension for injection 0.5ml vials,1404000L0AAAEAE
VMP,10245211000001108,Pneumococcal polysaccharide conjugated vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes,1404000L0AAAFAF
AMP,3017311000001106,Pneumovax II vaccine solution for injection 0.5ml vials,1404000L0BBABAB
AMP,3005011000001103,Pneumovax II vaccine solution for injection 0.5ml pre-filled syringes,1404000L0BBACAC
AMP,36461211000001108,Pneumovax 23 solution for injection 0.5ml pre-filled syringes,1404000L0BBADAC
AMP,3018111000001105,Pnu-Imune vaccine solution for injection 0.5ml vials,1404000L0BDAAAB
AMP,10231211000001106,Prevenar vaccine suspension for injection 0.5ml pre-filled syringes,1404000L0BEAAAF
AMP,3021111000001108,Prevenar vaccine suspension for injection 0.5ml vials,1404000L0BEABAE
AMP,16649411000001104,Prevenar 13 vaccine suspension for injection 0.5ml pre-filled syringes,1404000L0BEACAF
AMP,16660211000001102,Synflorix vaccine suspension for injection 0.5ml pre-filled syringes,1404000L0BFAAAF
VMP,7661411000001109,Poliomyelitis vaccine (inactivated) suspension for injection 0.5ml pre-filled syringes,1404000M0AAAFAF
AMP,7651111000001105,Poliomyelitis vaccine (inactivated) suspension for injection 0.5ml pre-filled syringes,1404000M0AAAFAF
VMP,333607004,Rabies vaccine powder and solvent for suspension for injection 1ml vials,1404000N0AAAAAA
AMP,33560211000001103,Rabies vaccine powder and solvent for suspension for injection 1ml vials,1404000N0AAAAAA
AMP,3304011000001103,Rabies vaccine powder and solvent for suspension for injection 1ml vials,1404000N0AAAAAA
AMP,2987111000001105,Rabies vaccine powder and solvent for suspension for injection 1ml vials,1404000N0AAAAAA
VMP,8165711000001106,Rabies vaccine powder and solvent for solution for injection 1ml vials,1404000N0AAABAB
AMP,8165511000001101,Rabies vaccine powder and solvent for solution for injection 1ml vials,1404000N0AAABAB
VMP,28049911000001105,Rabies vaccine powder and solvent for suspension for injection 0.5ml vials,1404000N0AAADAD
VMP,34236111000001109,Rabies vaccine powder and solvent for solution for injection 1ml pre-filled syringes,1404000N0AAAFAF
AMP,8165311000001107,Rabipur vaccine powder and solvent for solution for injection 1ml vials,1404000N0BDAAAB
AMP,34197611000001107,Rabipur vaccine powder and solvent for solution for injection 1ml pre-filled syringes,1404000N0BDABAF
AMP,28048011000001101,Verorab powder and solvent for suspension for injection 0.5ml vials,1404000N0BGAAAD
VMP,4177811000001103,Rubella vaccine powder and solvent for solution for injection 0.5ml vials,1404000P0AAAEAE
AMP,4158911000001107,Ervevax vaccine powder and solvent for solution for injection 0.5ml vials,1404000P0BCAAAE
VMP,37055911000001102,Tetanus vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes,1404000R0AAAGAG
AMP,3002411000001104,Clostet vaccine suspension for injection 0.5ml pre-filled syringes,1404000R0BFAAAG
VMP,36146311000001103,"Typhoid vaccine (live, oral, strain ty21a) gastro-resistant capsules",1404000S0AAACAC
VMP,348070000,Typhoid polysaccharide 25micrograms/0.5ml vaccine solution for injection pre-filled syringes,1404000S0AAADAD
AMP,2998811000001100,Vivotif vaccine gastro-resistant capsules,1404000S0BDAAAC
AMP,2995611000001105,Typhim Vi 25micrograms/0.5ml vaccine solution for injection pre-filled syringes,1404000S0BEAAAD
AMP,2996711000001109,Typherix 25micrograms/0.5ml vaccine solution for injection pre-filled syringes,1404000S0BFAAAD
VMP,36150811000001108,Yellow fever vaccine (live) powder and solvent for suspension for injection 0.5ml vials,1404000U0AAAAAA
AMP,8087111000001106,Arilvax vaccine powder and solvent for suspension for injection 0.5ml vials,1404000U0BBAAAA
AMP,4820311000001102,Stamaril vaccine powder and solvent for suspension for injection 0.5ml vials,1404000U0BCAAAA
VMP,4639811000001109,"Measles, Mumps and Rubella vaccine (live) powder and solvent for solution for injection 0.5ml vials",1404000W0AAABAB
VMP,14015211000001108,"Measles, Mumps and Rubella vaccine (live) powder and solvent for suspension for injection 0.5ml pre-filled syringes",1404000W0AAADAD
VMP,34938511000001103,"Measles, Mumps and Rubella vaccine (live) powder and solvent for solution for injection 0.5ml pre-filled syringes",1404000W0AAAEAE
AMP,4830211000001107,M-M-R II vaccine powder and solvent for solution for injection 0.5ml vials,1404000W0BEAAAB
AMP,4621611000001106,Priorix vaccine powder and solvent for solution for injection 0.5ml vials,1404000W0BHAAAB
AMP,34925111000001104,Priorix vaccine powder and solvent for solution for injection 0.5ml pre-filled syringes,1404000W0BHABAE
AMP,13968211000001108,M-M-RVAXPRO vaccine powder and solvent for suspension for injection 0.5ml pre-filled syringes,1404000W0BIAAAD
VMP,17192211000001101,"Meningococcal oligosaccharide A, C, W135 and Y vaccine powder and solvent for solution for injection 0.5ml vials",1404000X0AAACAC
VMP,3559311000001108,"Meningococcal polysaccharide A, C, W135 and Y vaccine powder and solvent for solution for injection 0.5ml vials",1404000X0AAACAC
VMP,20556211000001108,"Meningococcal polysaccharide A, C, W135 and Y vaccine powder and solvent for solution for injection 0.5ml pre-filled syringes",1404000X0AAAGAG
AMP,3492011000001101,ACWY Vax vaccine powder and solvent for solution for injection 0.5ml vials,1404000X0BEAAAC
AMP,17188711000001105,Menveo vaccine powder and solvent for solution for injection 0.5ml vials,1404000X0BIAAAC
AMP,20517811000001104,Nimenrix vaccine powder and solvent for solution for injection 0.5ml pre-filled syringes,1404000X0BJAAAG
VMP,4652111000001107,Haemophilus type b conjugate vaccine powder and solvent for solution for injection 0.5ml vials,1404000Y0AAABAB
VMP,4652011000001106,Haemophilus type b conjugate vaccine solution for injection 0.5ml vials,1404000Y0AAACAC
AMP,4643711000001103,HibTITER vaccine solution for injection 0.5ml vials,1404000Y0BEAAAC
AMP,4644211000001108,Hiberix vaccine powder and solvent for solution for injection 0.5ml vials,1404000Y0BFAAAB
VMP,5005111000001108,Tick-borne encephalitis immunoglobulin human solution for injection 2ml vials,140500000BNADA0
AMP,5004111000001109,FSME-Bulin solution for injection 2ml vials,140500000BNADA0
VMP,5005211000001102,Tick-borne encephalitis immunoglobulin human solution for injection 5ml vials,140500000BNAIA0
