code,term
1404000F0BP,Boostrix-IPV
1404000F0BPAAAX,Boostrix-IPV inj 0.5ml pre-filled syringes
1404000F0BQ,Infanrix Hexa
1404000F0BQAAAZ,Infanrix Hexa vacc inj 0.5ml pre-filled syringes
1404000F0BR,Pediacel
1404000F0BRAABA,Pediacel vaccine suspension for injection 0.5ml vials
1404000G0,Hepatitis B
1404000G0AA,Hepatitis B
1404000G0AAAAAA,Hepatitis B (rDNA) 10micrograms/0.5ml vacc inj vials
1404000G0AAABAB,Hepatitis B (rDNA) 20micrograms/1ml vacc inj vials
1404000G0AAACAC,Hepatitis B (rDNA) 20micrograms/1ml vacc inj pfs
1404000G0AAADAD,Hepatitis B (rDNA) 10micrograms/1ml vacc inj vials
1404000G0AAAEAE,Hepatitis B (rDNA) 10micrograms/1ml vacc inj pfs
1404000G0AAAFAF,Hepatitis B (rDNA) 5micrograms/0.5ml vacc inj pfs
1404000G0AAAGAG,Hepatitis B (rDNA) 40micrograms/1ml vacc inj vials
1404000G0AAAHAH,Hepatitis B (rDNA) 5micrograms/0.5ml vacc inj vials
1404000G0AAAIAI,Hepatitis B (rDNA) 10micrograms/0.5ml vacc inj pfs
1404000G0AAAJAJ,Hepatitis B (rDNA) 20micrograms/0.5ml vacc inj pfs
1404000G0BC,Engerix B
1404000G0BCAAAB,Engerix B 20micrograms/1ml vacc inj vials
1404000G0BCABAA,Engerix B 10micrograms/0.5ml vacc inj vials
1404000G0BCACAC,Engerix B 20micrograms/1ml vacc inj pre-filled syringes
1404000G0BCADAI,Engerix B 10micrograms/0.5ml vacc inj pre-filled syringes
1404000G0BE,HBVAXPRO
1404000G0BEAAAH,HBvaxPRO 5micrograms/0.5ml vacc inj vials
1404000G0BEABAD,HBvaxPRO 10micrograms/1ml vacc inj vials
1404000G0BEACAG,HBvaxPRO 40micrograms/1ml vacc inj vials
1404000G0BEADAF,HBVAXPRO 5micrograms/0.5ml vacc inj pre-filled syringes
1404000G0BEAEAE,HBVAXPRO 10micrograms/1ml vacc inj pre-filled syringes
1404000G0BG,Fendrix
1404000G0BGAAAJ,Fendrix 20micrograms/0.5ml vacc inj pre-filled syringes
1404000H0,Influenza
1404000H0AA,Influenza
1404000H0AAAFAF,"Influenza vaccine (surface antigen, inact) inj 0.5ml pfs"
1404000H0AAAGAG,"Influenza vacc (split virion, inactivated) inj 0.25ml pfs"
1404000H0AAAHAH,Flu/Vac/Split 9microg strain inj 0.1ml pfs
1404000H0AAAIAI,Flu/Vac/Split 15microg strain inj 0.1ml pfs
1404000H0AAAJAJ,Influenza vacc (live attenuated) nsl susp 0.2ml unit dose
1404000H0AAAKAK,"Influenza vaccine (split virion, inactivated) inj 0.5ml pfs"
1404000H0AAALAL,Flu/Vac/Split High Dose inj 0.5ml pfs
1404000H0AAAMAM,"Adjuvanted trivalent flu vacc (SA, inact) inj 0.5ml pfs"
1404000H0BB,Fluvirin
1404000H0BBAAAF,Fluvirin vacc inj 0.5ml pre-filled syringes
1404000H0BC,Influvac Sub-Unit
1404000H0BCAAAF,Influvac Sub-unit vacc inj 0.5ml pre-filled syringes
1404000H0BCADAF,Influvac sub-unit Tetra vacc inj 0.5ml pre-filled syringes
1404000H0BF,Fluarix
1404000H0BFAAAK,Fluarix vacc inj 0.5ml pre-filled syringes
1404000H0BG,Begrivac
1404000H0BGAAAK,Begrivac vacc inj 0.5ml pre-filled syringes
1404000H0BH,Agrippal
1404000H0BHAAAF,Agrippal vacc inj 0.5ml pre-filled syringes
1404000H0BI,Inflexal V
1404000H0BIAAAF,Inflexal V vacc inj 0.5ml pre-filled syringes
1404000H0BJ,Mastaflu
1404000H0BJAAAF,Mastaflu vacc inj 0.5ml pre-filled syringes
1404000H0BK,Invivac
1404000H0BKAAAF,Invivac vacc inj 0.5ml pre-filled syringes
1404000H0BL,Enzira
1404000H0BLAAAK,Enzira vacc inj 0.5ml pre-filled syringes
1404000H0BM,Viroflu
1404000H0BMAAAF,Viroflu vacc inj 0.5ml pre-filled syringes
1404000H0BN,Imuvac
1404000H0BNAAAF,Imuvac vacc inj 0.5ml pre-filled syringes
1404000H0BP,Optaflu
1404000H0BPAAAF,Optaflu vacc inj 0.5ml pre-filled syringes
1404000H0BQ,Intanza
1404000H0BQAAAH,Intanza 9microgram strain vacc inj 0.1ml pre-filled syringes
1404000H0BQABAI,Intanza 15microgram strain vacc inj 0.1ml pfs
1404000H0BR,Fluenz
1404000H0BRAAAJ,Fluenz vaccine nasal suspension 0.2ml unit dose
1404000H0BRABAJ,Fluenz Tetra vaccine nasal suspension 0.2ml unit dose
1404000H0BS,Preflucel
1404000H0BSAAAK,Preflucel vacc inj 0.5ml pre-filled syringes
1404000H0BT,Influvac Desu
1404000H0BTAAAF,Influvac Desu vacc inj 0.5ml pre-filled syringes
1404000H0BU,Fluarix Tetra
1404000H0BUAAAK,Fluarix Tetra vacc inj 0.5ml pre-filled syringes
1404000H0BV,FluMist Quadrivalent
1404000H0BVAAAJ,FluMist Quadrivalent vacc nsl susp 0.2ml unit dose
1404000H0BW,Quadrivalent
1404000H0BWAAAK,Quadrivalent Flu/Vac/Split inj 0.5ml pfs
1404000H0BX,Fluad
1404000H0BXAAAM,Fluad vacc inj 0.5ml pre-filled syringes
1404000H0BY,Influenza MYL
1404000H0BYAAAF,Influenza Tetra MYL vacc inj 0.5ml pre-filled syringes
1404000H0BYABAF,Influenza MYL vacc inj 0.5ml pre-filled syringes
1404000H0BZ,Flucelvax Tetra
1404000H0BZAAAF,Flucelvax Tetra vacc inj 0.5ml pre-filled syringes
1404000H0CB,Trivalent
1404000H0CBAAAL,Trivalent Flu/Vac/Split High Dose inj 0.5ml pfs
1404000L0,Pneumococcal
1404000L0AA,Pneumococcal
1404000L0AAABAB,Pneumococcal polysaccharide vacc inj 0.5ml vials
1404000L0AAACAC,Pneumococcal polysaccharide vacc inj 0.5ml pfs
1404000L0AAAEAE,Pneumococcal polysachc conj vacc (ads) inj 0.5ml vials
1404000L0AAAFAF,Pneumococcal polysacch conj vacc (ads) inj 0.5ml pfs
1404000L0BB,Pneumovax
1404000L0BBABAB,Pneumovax II vaccine solution for injection 0.5ml vials
1404000L0BBACAC,Pneumovax II vacc inj 0.5ml pre-filled syringes
1404000L0BBADAC,Pneumovax 23 inj 0.5ml pre-filled syringes
1404000L0BD,Pnu-Imune
1404000L0BDAAAB,Pnu-Imune vaccine solution for injection 0.5ml vials
1404000L0BE,Prevenar
1404000L0BEAAAF,Prevenar vacc inj 0.5ml pre-filled syringes
1404000L0BEABAE,Prevenar vaccine suspension for injection 0.5ml vials
1404000L0BEACAF,Prevenar 13 vacc inj 0.5ml pre-filled syringes
1404000L0BF,Synflorix
1404000L0BFAAAF,Synflorix vacc inj 0.5ml pre-filled syringes
1404000M0,Poliomyelitis
1404000M0AA,Polio vaccine
1404000M0AAAFAF,Poliomyelitis vacc (inactivated) inj 0.5ml pfs
1404000N0,Rabies
1404000N0AA,Rabies vaccine
1404000N0AAAAAA,Rabies vacc pdr & solv for susp inj 1ml vials
1404000N0AAABAB,Rabies vacc pdr & solv for soln inj 1ml vials
1404000N0AAADAD,Rabies vacc inj 0.5ml vials
1404000N0AAAFAF,Rabies vacc inj 1ml pre-filled syringes
1404000N0BD,Rabipur
1404000N0BDAAAB,Rabipur vacc inj 1ml vials
1404000N0BDABAF,Rabipur vacc inj 1ml pre-filled syringes
1404000N0BG,Verorab
1404000N0BGAAAD,Verorab inj 0.5ml vials
1404000P0,Rubella
1404000P0AA,Rubella vaccine
1404000P0AAAEAE,Rubella vacc inj 0.5ml vials
1404000P0BC,Ervevax
1404000P0BCAAAE,Ervevax vacc inj 0.5ml vials
1404000R0,Tetanus
1404000R0AA,Tetanus vac
1404000R0AAAGAG,Tetanus vacc (adsorbed) inj 0.5ml pre-filled syringes
1404000R0BF,Clostet
1404000R0BFAAAG,Clostet vacc inj 0.5ml pre-filled syringes
1404000S0,Typhoid
1404000S0AA,Typhoid Vaccine
1404000S0AAACAC,"Typhoid vacc (live, oral, strain ty21a) gast res caps"
1404000S0AAADAD,Typhoid polysaccharide 25micrograms/0.5ml vacc inj pfs
1404000S0BD,Vivotif
1404000S0BDAAAC,Vivotif vaccine gastro-resistant capsules
1404000S0BE,Typhim VI
1404000S0BEAAAD,Typhim Vi 25micrograms/0.5ml vacc inj pre-filled syringes
1404000S0BF,Typherix
1404000S0BFAAAD,Typherix 25micrograms/0.5ml vacc inj pre-filled syringes
1404000U0,Yellow fever
1404000U0AA,Yellow Fever Vac
1404000U0AAAAAA,Yellow fever vacc (live) inj 0.5ml vials
1404000U0BB,Arilvax
1404000U0BBAAAA,Arilvax vacc inj 0.5ml vials
1404000U0BC,Stamaril
1404000U0BCAAAA,Stamaril vacc inj 0.5ml vials
1404000W0,"Measles, mumps and rubella vaccine"
1404000W0AA,"Measles, mumps and rubella"
1404000W0AAABAB,"Measles, Mumps and Rubella vacc (live) inj 0.5ml vials"
1404000W0AAADAD,"Measles, Mumps and Rubella vacc (live) susp inj 0.5ml pfs"
1404000W0AAAEAE,"Measles, Mumps and Rubella vacc (live) soln inj 0.5ml pfs"
1404000W0BE,M-M-R 11
1404000W0BEAAAB,M-M-R II vacc inj 0.5ml vials
1404000W0BH,Priorix
1404000W0BHAAAB,Priorix vacc inj 0.5ml vials
1404000W0BHABAE,Priorix vacc inj 0.5ml pre-filled syringes
1404000W0BI,M-M-RVAXPRO
1404000W0BIAAAD,M-M-RVAXPRO vacc inj 0.5ml pre-filled syringes
1404000X0,Meningococcal A + C + W135 + Y vaccine
1404000X0AA,"Meningococcal A, C,W135 and Y vaccine"
1404000X0AAACAC,"Meningococcal oligosaccharide A, C, W135 and Y vacc inj"
1404000X0AAAGAG,"Meningococcal polysacch A, C, W135 and Y vacc inj 0.5ml pfs"
1404000X0BE,ACWY Vax
1404000X0BEAAAC,ACWY Vax vacc inj 0.5ml vials
1404000X0BI,Menveo
1404000X0BIAAAC,Menveo vaccine inj 0.5ml vials
1404000X0BJ,Nimenrix
1404000X0BJAAAG,Nimenrix vacc inj 0.5ml pre-filled syringes
1404000Y0,Haemophilus influenzae vaccine
1404000Y0AA,Haemophilus influenzae B
1404000Y0AAABAB,Haemophilus type b conjugate vacc pdr & solv inj 0.5ml vials
1404000Y0AAACAC,Haemophilus type b conjugate vacc soln for inj 0.5ml vials
1404000Y0BE,HibTITER
1404000Y0BEAAAC,HibTITER vaccine solution for injection 0.5ml vials
1404000Y0BF,Hiberix
1404000Y0BFAAAB,Hiberix vacc inj 0.5ml vials
1405,Immunoglobulins
140500,Other immunoglobulins
1405000,Other immunoglobulins
140500000,Other immunoglobulin preparations
140500000BN,Proprietary compound preparation BNF 1405000
140500000BNADA0,FSME-Bulin solution for injection 2ml vials
140500000BNAIA0,FSME-Bulin solution for injection 5ml vials
140501,Normal immunoglobulin
1405010,Normal immunoglobulin
1405010A0,Normal immunoglobulin (Gamma globulin)
1405010A0AA,Normal immunoglobulin human
1405010A0AAAAAA,Normal immunoglobulin human 500mg/10ml inf vials
1405010A0AAABAB,Normal immunoglobulin human 10g inj bottles
1405010A0AAACAC,Normal immunoglobulin human 10g/200ml inf vials
1405010A0AAAEAE,Normal immunoglobulin human 750mg/4.6875ml inj vials
1405010A0AAAFAF,Normal immunoglobulin human 1.6g/10ml inj vials
1405010A0AAAHAH,Normal immunoglobulin human 3g inj bottles
1405010A0AAAIAI,Normal immunoglobulin human 6g inf bottles
1405010A0AAAJAJ,Normal immunoglobulin human 2.5g inj bottles
1405010A0AAAKAK,Normal immunoglobulin human 5g inj bottles
1405010A0AAALAL,Normal immunoglobulin human 2.5g/50ml inf vials
1405010A0AAANAN,Normal immunoglobulin human 5g/100ml inf vials
1405010A0AAAPAP,Normal immunoglobulin human 1g inj bottles
1405010A0AAARAR,Normal immunoglobulin human 500mg inj bottles
1405010A0AAAZAZ,Normal immunoglobulin human 12g inf bottles
1405010A0AABEBE,Normal immunoglobulin human 800mg/5ml inj vials
1405010A0AABGBG,Normal immunoglobulin human 250mg/1.67ml inj vials
1405010A0AABHBH,Normal immunoglobulin human 6g/50ml inf vials
1405010A0AABIBI,Normal immunoglobulin human 12g/100ml inf vials
1405010A0AABJBJ,Normal immunoglobulin human 1.5g/9.375ml inj vials
1405010A0AABKBK,Normal immunoglobulin human 5g/50ml inf bottles
1405010A0AABLBL,Normal immunoglobulin human 10g/100ml inf bottles
1405010A0AABMBM,Normal immunoglobulin human 480mg/3ml inj vials
1405010A0AABNBN,Normal immunoglobulin human 3.2g/20ml inj vials
1405010A0AABPBP,Normal immunoglobulin human 5g/50ml inf vials
1405010A0AABQBQ,Normal immunoglobulin human 10g/100ml inf vials
1405010A0AABRBR,Normal immunoglobulin human 20g/200ml inf vials
1405010A0AABSBS,Normal immunoglobulin human 2.5g/25ml inf vials
1405010A0AABTBT,Normal immunoglobulin human 20g/400ml inf vials
1405010A0AABUBU,Normal immunoglobulin human 1g/10ml inf vials
1405010A0AABVBV,Normal immunoglobulin human 1.65g/10ml inj vials
1405010A0AABWBW,Normal immunoglobulin human 3.3g/20ml inj vials
1405010A0AABXBX,Normal immunoglobulin human 2g/20ml inf vials
1405010A0AABYBY,Normal immunoglobulin human 20g/200ml inf bottles
1405010A0AABZBZ,Normal immunoglobulin human 10g/200ml inf bottles
1405010A0AACACA,Normal immunoglobulin human 2.5g/50ml inf bottles
1405010A0AACBCB,Normal immunoglobulin human 5g/100ml inf bottles
1405010A0AACCCC,Normal immunoglobulin human 1g/5ml inf vials
1405010A0AACDCD,Normal immunoglobulin human 2g/10ml inf vials
1405010A0AACECE,Normal immunoglobulin human 4g/20ml inf vials
1405010A0AACFCF,Normal immunoglobulin human 1g/20ml inf vials
1405010A0AACGCG,NIH 10g/100ml inf vials & Rcmb hum hyaluronid inf 5ml vials
1405010A0AACHCH,NIH 2.5g/25ml inf vl & Rcmb hum hyaluronid inf 1.25ml vials
1405010A0AACICI,NIH 20g/200ml inf vials & Rcmb hum hyaluronid inf 10ml vials
1405010A0AACJCJ,NIH 30g/300ml inf vials & Rcmb hum hyaluronid inf 15ml vials
1405010A0AACKCK,NIH 5g/50ml inf vials & Rcmb hum hyaluronid inf 2.5ml vials
1405010A0AACLCL,Normal immunoglobulin human 1g/6ml inj vials
1405010A0AACMCM,Normal immunoglobulin human 2g/12ml inj vials
1405010A0AACNCN,Normal immunoglobulin human 4g/24ml inj vials
1405010A0AACPCP,Normal immunoglobulin human 8g/48ml inj vials
1405010A0AACQCQ,Normal immunoglobulin human 30g/300ml inf vials
1405010A0AACRCR,Normal immunoglobulin human 8g/40ml inf vials
1405010A0AACSCS,Normal immunoglobulin human 1g/5ml inj pre-filled syringes
1405010A0AACTCT,Normal immunoglobulin human 2g/10ml inj pre-filled syringes
1405010A0AACUCU,Normal immunoglobulin human 2.5g/25ml inf bottles
1405010A0AACVCV,Normal immunoglobulin human 1g/6.25ml inj vials
1405010A0AACWCW,Normal immunoglobulin human 2g/12.5ml inj vials
1405010A0AACXCX,Normal immunoglobulin human 4g/25ml inj vials
1405010A0BB,Gammabulin
1405010A0BBACAF,Gammabulin 1.6g/10ml solution for injection vials
1405010A0BE,Sandoglobulin
1405010A0BEAAAH,Sandoglobulin 3g inj bottles
1405010A0BEABAI,Sandoglobulin 6g inf bottles
1405010A0BEACAP,Sandoglobulin 1g inj bottles
1405010A0BEADAZ,Sandoglobulin 12g inf bottles
1405010A0BEAEBH,Sandoglobulin NF 6g/50ml solution for infusion vials
1405010A0BEAFBI,Sandoglobulin NF 12g/100ml solution for infusion vials
1405010A0BK,Gammagard
1405010A0BKAAAK,Gammagard S/D 5g inj bottles
1405010A0BKABAJ,Gammagard S/D 2.5g inj bottles
1405010A0BKACAB,Gammagard S/D 10g inj bottles
1405010A0BKADAR,Gammagard S/D 500mg inj bottles
1405010A0BL,Vigam
