code,term
0501020ADBBAAAA,Renapime 1g powder for solution for injection vials
0501020ADBBABAB,Renapime 2g powder for solution for injection vials
0501020T0,Cefamandole
0501020T0AA,Cefamandole
0501020T0AAABAB,Cefamandole 1g powder for solution for injection vials
0501020T0BB,Kefadol
0501020T0BBABAB,Kefadol 1g powder for solution for injection vials
0501020V0,Cefazolin sodium
0501020V0AA,Cefazolin sodium (Parenteral)
0501020V0AAAAAA,Cefazolin 500mg powder for solution for injection vials
0501020V0AAABAB,Cefazolin 1g powder for solution for injection vials
0501020V0AAADAD,Cefazolin 2g powder for solution for injection vials
0501020V0BB,Kefzol
0501020V0BBAAAA,Kefzol 500mg powder for solution for injection vials
0501020V0BBABAB,Kefzol 1g powder for solution for injection vials
0501021,Cephalosporins
0501021A0,Cefaclor
0501021A0AA,Cefaclor
0501021A0AAAAAA,Cefaclor 250mg capsules
0501021A0AAABAB,Cefaclor 125mg/5ml oral suspension
0501021A0AAACAC,Cefaclor 250mg/5ml oral suspension
0501021A0AAAEAE,Cefaclor 500mg capsules
0501021A0AAAGAG,Cefaclor 375mg modified-release tablets
0501021A0AAAJAJ,Cefaclor 125mg/5ml oral suspension sugar free
0501021A0AAAKAK,Cefaclor 250mg/5ml oral suspension sugar free
0501021A0BB,Distaclor
0501021A0BBABAB,Distaclor 125mg/5ml oral suspension
0501021A0BBACAC,Distaclor 250mg/5ml oral suspension
0501021A0BBADAE,Distaclor 500mg capsules
0501021A0BBAEAG,Distaclor MR 375mg tablets
0501021A0BD,Keftid
0501021A0BDAAAA,Keftid 250mg capsules
0501021A0BDABAE,Keftid 500mg capsules
0501021A0BDACAJ,Keftid 125mg/5ml oral suspension
0501021A0BDADAK,Keftid 250mg/5ml oral suspension
0501021A0BE,Bacticlor
0501021A0BEAAAG,Bacticlor MR 375mg tablets
0501021B0,Cefadroxil
0501021B0AA,Cefadroxil
0501021B0AAAAAA,Cefadroxil 500mg capsules
0501021B0AAABAB,Cefadroxil 125mg/5ml oral suspension
0501021B0AAACAC,Cefadroxil 250mg/5ml oral suspension
0501021B0AAADAD,Cefadroxil 500mg/5ml oral suspension
0501021B0BB,Baxan
0501021B0BBAAAA,Baxan 500mg capsules
0501021B0BBABAB,Baxan 125mg/5ml oral suspension
0501021B0BBACAC,Baxan 250mg/5ml oral suspension
0501021B0BBADAD,Baxan 500mg/5ml oral suspension
0501021C0,Cefixime
0501021C0AA,Cefixime
0501021C0AAAAAA,Cefixime 200mg tablets
0501021C0AAABAB,Cefixime 100mg/5ml oral suspension
0501021C0AAACAC,Cefixime 400mg tablets
0501021C0BB,Suprax
0501021C0BBAAAA,Suprax 200mg tablets
0501021C0BBABAB,Suprax Paediatric 100mg/5ml oral suspension
0501021D0,Cefotaxime sodium
0501021D0AA,Cefotaxime sodium
0501021D0AAAAAA,Cefotaxime 500mg powder for solution for injection vials
0501021D0AAABAB,Cefotaxime 1g powder for solution for injection vials
0501021D0AAACAC,Cefotaxime 2g powder for solution for injection vials
0501021D0BB,Claforan
0501021D0BBAAAA,Claforan 500mg powder for solution for injection vials
0501021D0BBABAB,Claforan 1g powder for solution for injection vials
0501021D0BBACAC,Claforan 2g powder for solution for injection vials
0501021E0,Cefoxitin sodium
0501021E0AA,Cefoxitin sodium
0501021E0AAADAD,Cefoxitin 1g powder for solution for injection vials
0501021E0AAAEAE,Cefoxitin 2g powder for solution for injection vials
0501021E0BB,Mefoxin
0501021E0BBAAAD,Mefoxin 1g powder for solution for injection vials
0501021E0BBABAE,Mefoxin 2g powder for solution for injection vials
0501021E0BC,Renoxitin
0501021E0BCAAAD,Renoxitin 1g powder for solution for injection vials
0501021E0BCABAE,Renoxitin 2g powder for solution for injection vials
0501021F0,Cefpodoxime
0501021F0AA,Cefpodoxime
0501021F0AAAAAA,Cefpodoxime 100mg tablets
0501021F0AAABAB,Cefpodoxime 40mg/5ml oral suspension
0501021F0BB,Orelox
0501021F0BBAAAA,Orelox 100mg tablets
0501021F0BBABAB,Orelox 40mg/5ml oral suspension paediatric
0501021G0,Ceftriaxone sodium
0501021G0AA,Ceftriaxone sodium
0501021G0AAABAB,Ceftriaxone 250mg powder for solution for injection vials
0501021G0AAACAC,Ceftriaxone 1g powder for solution for injection vials
0501021G0AAADAD,Ceftriaxone 2g powder for solution for injection vials
0501021G0BB,Rocephin
0501021G0BBAAAB,Rocephin 250mg powder for solution for injection vials
0501021G0BBABAC,Rocephin 1g powder for solution for injection vials
0501021G0BBACAD,Rocephin 2g powder for solution for injection vials
0501021H0,Ceftazidime pentahydrate
0501021H0AA,Ceftazidime pentahydrate
0501021H0AAAAAA,Ceftazidime 500mg powder for solution for injection vials
0501021H0AAABAB,Ceftazidime 1g powder for solution for injection vials
0501021H0AAACAC,Ceftazidime 2g powder for solution for injection vials
0501021H0AAADAD,Ceftazidime 250mg powder for solution for injection vials
0501021H0AAAHAH,Ceftazidime 3g powder for solution for injection vials
0501021H0BB,Fortum
0501021H0BBAAAD,Fortum 250mg powder for solution for injection vials
0501021H0BBABAA,Fortum 500mg powder for solution for injection vials
0501021H0BBACAB,Fortum 1g powder for solution for injection vials
0501021H0BBADAC,Fortum 2g powder for solution for injection vials
0501021H0BBAGAH,Fortum 3g powder for solution for injection vials
0501021H0BBAHAC,Fortum Monovial 2g powder for solution for injection vials
0501021H0BC,Kefadim
0501021H0BCAAAA,Kefadim 500mg powder for solution for injection vials
0501021H0BCABAB,Kefadim 1g powder for solution for injection vials
0501021H0BCACAC,Kefadim 2g powder for solution for injection vials
0501021J0,Cefuroxime sodium
0501021J0AA,Cefuroxime sod (Parent)
0501021J0AAAAAA,Cefuroxime 250mg powder for injection vials
0501021J0AAABAB,Cefuroxime 750mg powder for injection vials
0501021J0AAACAC,Cefuroxime 1.5g powder for injection vials
0501021J0BB,Zinacef
0501021J0BBAAAA,Zinacef 250mg powder for injection vials
0501021J0BBABAB,Zinacef 750mg powder for injection vials
0501021J0BBACAC,Zinacef 1.5g powder for injection vials
0501021J0BC,Britacef
0501021J0BCAAAA,Britacef 250mg powder for injection vials
0501021J0BCABAB,Britacef 750mg powder for injection vials
0501021J0BCACAC,Britacef 1.5g powder for injection vials
0501021K0,Cefuroxime axetil
0501021K0AA,Cefuroxime axetil
0501021K0AAAAAA,Cefuroxime 125mg tablets
0501021K0AAABAB,Cefuroxime 250mg tablets
0501021K0AAACAC,Cefuroxime 125mg/5ml oral suspension
0501021K0AAADAD,Cefuroxime 125mg granules sachets
0501021K0BB,Zinnat
0501021K0BBAAAA,Zinnat 125mg tablets
0501021K0BBABAB,Zinnat 250mg tablets
0501021K0BBACAC,Zinnat 125mg/5ml oral suspension
0501021K0BBADAD,Zinnat Suspension 125mg granules sachets
0501021L0,Cefalexin
0501021L0AA,Cefalexin
0501021L0AAAAAA,Cefalexin 250mg capsules
0501021L0AAABAB,Cefalexin 500mg capsules
0501021L0AAACAC,Cefalexin 125mg/5ml oral suspension
0501021L0AAADAD,Cefalexin 250mg/5ml oral suspension
0501021L0AAAEAE,Cefalexin 500mg/5ml oral suspension
0501021L0AAAGAG,Cefalexin 250mg tablets
0501021L0AAAHAH,Cefalexin 500mg tablets
0501021L0AAANAN,Cefalexin 125mg/5ml oral suspension sugar free
0501021L0AAAPAP,Cefalexin 250mg/5ml oral suspension sugar free
0501021L0BB,Ceporex
0501021L0BBAAAA,Ceporex 250mg capsules
0501021L0BBABAB,Ceporex 500mg capsules
0501021L0BBACAG,Ceporex 250mg tablets
0501021L0BBADAH,Ceporex 500mg tablets
0501021L0BBAHAC,Ceporex 125mg/5ml syrup
0501021L0BBAIAD,Ceporex 250mg/5ml syrup
0501021L0BBAJAE,Ceporex 500mg/5ml syrup
0501021L0BC,Keflex
0501021L0BCAAAA,Keflex 250mg capsules
0501021L0BCABAB,Keflex 500mg capsules
0501021L0BCACAG,Keflex 250mg tablets
0501021L0BCADAH,Keflex 500mg tablets
0501021L0BCAEAC,Keflex 125mg/5ml oral suspension
0501021L0BCAFAD,Keflex 250mg/5ml oral suspension
0501021M0,Cefradine
0501021M0AA,Cefradine
0501021M0AAAAAA,Cefradine 250mg capsules
0501021M0AAABAB,Cefradine 500mg capsules
0501021M0AAACAC,Cefradine 500mg powder for solution for injection vials
0501021M0AAADAD,Cefradine 1g powder for solution for injection vials
0501021M0AAAFAF,Cefradine 250mg/5ml oral solution
0501021M0BB,Velosef
0501021M0BBAAAA,Velosef 250mg capsules
0501021M0BBABAB,Velosef 500mg capsules
0501021M0BBACAF,Velosef 250mg/5ml syrup
0501021M0BBADAC,Velosef 500mg powder for solution for injection vials
0501021M0BBAEAD,Velosef 1g powder for solution for injection vials
0501021M0BC,Nicef
0501021M0BCAAAA,Nicef 250mg capsules
0501021M0BCABAB,Nicef 500mg capsules
0501022,Carbapenems
0501022A0,Meropenem
0501022A0AA,Meropenem
0501022A0AAAAAA,Meropenem 500mg powder for solution for injection vials
0501022A0AAABAB,Meropenem 1g powder for solution for injection vials
0501022A0BB,Meronem
0501022A0BBAAAA,Meronem 500mg powder for solution for injection vials
0501022A0BBABAB,Meronem 1g powder for solution for injection vials
0501022B0,Ertapenem sodium
0501022B0AA,Ertapenem sodium
0501022B0AAAAAA,Ertapenem 1g powder for solution for infusion vials
0501022B0BB,Invanz
0501022B0BBAAAA,Invanz 1g powder for solution for infusion vials
0501022C0,Doripenem
0501022C0AA,Doripenem
0501022C0AAAAAA,Doripenem 500mg powder for solution for infusion vials
0501022C0BB,Doribax
0501022C0BBAAAA,Doribax 500mg powder for solution for infusion vials
0501022D0,Imipenem with cilastatin
0501022D0AA,Imipenem/cilastatin sodium
0501022D0AAAAAA,Imipenem 500mg / Cilastatin 500mg inf vials
0501022D0AAACAC,Imipenem 500mg / Cilastatin 500mg inj vials
0501022D0BB,Primaxin
0501022D0BBABAA,Primaxin IV 500mg powder for solution for infusion vials
0501022D0BBACAC,Primaxin IM 500mg powder for suspension for injection vials
0501022D0BBADAA,Primaxin IV 500mg powder for solution for infusion monovials
0501023,Other beta-lactam antibiotics
0501023A0,Aztreonam
0501023A0AA,Aztreonam
0501023A0AAAAAA,Aztreonam 2g powder for solution for injection vials
0501023A0AAABAB,Aztreonam 1g powder for solution for injection vials
0501023A0AAACAC,Aztreonam 500mg powder for solution for injection vials
0501023A0AAAFAF,Aztreonam 75mg neb soln vials with device
0501023A0BB,Azactam
0501023A0BBAAAA,Azactam 2g powder for solution for injection vials
0501023A0BBABAB,Azactam 1g powder for solution for injection vials
0501023A0BBACAC,Azactam 500mg powder for solution for injection vials
0501023A0BC,Cayston
0501023A0BCAAAF,Cayston 75mg neb soln vials with Altera Nebuliser Handset
050103,Tetracyclines
0501030,Tetracyclines
0501030F0,Demeclocycline hydrochloride
0501030F0AA,Demeclocycline hydrochloride
0501030F0AAAAAA,Demeclocycline 150mg capsules
0501030F0AAAFAF,Demeclocycline 300mg/5ml oral liquid
0501030F0AAAGAG,Demeclocycline 150mg/5ml oral liquid
0501030F0AAAHAH,Demeclocycline 75mg/5ml oral liquid
0501030F0AAAIAI,Demeclocycline 150mg tablets
0501030F0BB,Ledermycin
0501030F0BBAAAA,Ledermycin 150mg capsules
0501030I0,Doxycycline hyclate
0501030I0AA,Doxycycline hyclate (Antibacterial)
0501030I0AAAAAA,Doxycycline 50mg capsules
0501030I0AAABAB,Doxycycline 100mg capsules
0501030I0AAAEAE,Doxycycline 100mg dispersible tablets sugar free
0501030I0AAAHAH,Doxycycline 50mg/5ml oral liquid
0501030I0AAAKAK,Doxycycline 100mg/5ml oral suspension
0501030I0AAALAL,Doxycycline 100mg tablets
0501030I0BC,Doxylar
0501030I0BCAAAB,Doxylar 100mg capsules
0501030I0BCABAA,Doxylar 50mg capsules
0501030I0BE,Vibramycin
0501030I0BEAAAA,Vibramycin 50 capsules
0501030I0BEABAB,Vibramycin 100mg capsules
0501030I0BEADAE,Vibramycin-D 100mg dispersible tablets
0501030I0BEAEAA,Vibramycin Acne Pack 50mg capsules
0501030I0BH,Demix
0501030I0BHAAAB,Demix 100 capsules
0501030I0BHABAA,Demix 50 capsules
0501030I0BL,Vibrox
0501030I0BLAAAB,Vibrox 100mg capsules
0501030L0,Lymecycline
0501030L0AA,Lymecycline
0501030L0AAABAB,Lymecycline 408mg capsules
0501030L0BB,Tetralysal
0501030L0BBABAB,Tetralysal 300 capsules
0501030P0,Minocycline hydrochloride
0501030P0AA,Minocycline hydrochloride (Systemic)
0501030P0AAAAAA,Minocycline 50mg tablets
0501030P0AAABAB,Minocycline 100mg tablets
0501030P0AAACAC,Minocycline 100mg modified-release capsules
0501030P0AAADAD,Minocycline 50mg capsules
0501030P0AAAEAE,Minocycline 100mg capsules
0501030P0AAAFAF,Minocycline 50mg/5ml oral liquid
0501030P0BB,Minocin
0501030P0BBAAAA,Minocin 50mg tablets
0501030P0BBABAB,Minocin 100mg tablets
0501030P0BBACAC,Minocin MR 100mg capsules
0501030P0BC,Blemix
0501030P0BCAAAA,Blemix 50mg tablets
0501030P0BCABAB,Blemix 100mg tablets
0501030P0BD,Aknemin
0501030P0BDAAAD,Aknemin 50 capsules
0501030P0BDABAE,Aknemin 100mg capsules
0501030P0BG,Sebomin
0501030P0BGAAAC,Sebomin MR 100mg capsules
0501030P0BH,Acnamino
0501030P0BHAAAC,Acnamino MR 100mg capsules (Dexcel-Pharma)
0501030P0BHABAC,Acnamino MR 100mg capsules (Almus)
0501030P0BI,Sebren
0501030P0BIAAAC,Sebren MR 100mg capsules
0501030T0,Oxytetracycline
0501030T0AA,Oxytetracycline (Systemic)
0501030T0AAAJAJ,Oxytetracycline 250mg tablets
0501030T0AAAPAP,Oxytetracycline 125mg/5ml oral suspension
0501030T0AAAQAQ,Oxytetracycline 250mg/5ml oral suspension
0501030T0AAARAR,Oxytetracycline 500mg/5ml oral suspension
0501030T0AAATAT,Oxytetracycline 100mg/5ml oral suspension
0501030T0BF,Oxymycin
0501030T0BFAAAJ,Oxymycin 250mg tablets
0501030T0BG,Terramycin (Systemic)
0501030T0BGABAJ,Terramycin 250mg tablets
0501030T0BI,Oxytetramix-250
0501030T0BIAAAJ,Oxytetramix 250 tablets
0501030V0,Tetracycline
0501030V0AA,Tetracycline (Systemic)
0501030V0AAAAAA,Tetracycline 250mg capsules
0501030V0AAAFAF,Tetracycline 250mg tablets
0501030V0AAARAR,Tetracycline 125mg/5ml oral solution
0501030V0BB,Achromycin (Systemic)
0501030V0BBAAAA,Achromycin 250mg capsules
0501030X0,Tetracycline combined preparations
0501030X0AA,Generic tablet
0501030X0AAAAAA,Generic Deteclo 300mg tablets
0501030X0BB,Deteclo
0501030X0BBAAAA,Deteclo 300mg tablets
0501030Y0,Tigecycline
0501030Y0AA,Tigecycline
0501030Y0AAAAAA,Tigecycline 50mg powder for solution for infusion vials
0501030Y0BB,Tygacil
0501030Y0BBAAAA,Tygacil 50mg powder for solution for infusion vials
0501030Z0,Doxycycline monohydrate
0501030Z0AA,Doxycycline
0501030Z0AAAAAA,Doxycycline 40mg modified-release capsules
0501030Z0BB,Efracea
0501030Z0BBAAAA,Efracea 40mg modified-release capsules
050104,Aminoglycosides
0501040,Aminoglycosides
0501040C0,Amikacin
0501040C0AA,Amikacin (Parenteral)
0501040C0AAAAAA,Amikacin 500mg/2ml solution for injection vials
0501040C0AAADAD,Amikacin 100mg/2ml solution for injection vials
0501040C0BB,Amikin
0501040C0BBAAAA,Amikin 500mg/2ml solution for injection vials
0501040C0BBACAD,Amikin 100mg/2ml solution for injection vials
0501040H0,Gentamicin sulfate
0501040H0AA,Gentamicin sulfate (Systemic)
0501040H0AAAAAA,Gentamicin 80mg/2ml solution for injection ampoules
0501040H0AAAEAE,Gentamicin 20mg/2ml solution for injection vials
0501040H0AAAHAH,Gentamicin 5mg/1ml solution for injection ampoules
0501040H0AAAMAM,Gentamicin 80mg/2ml solution for injection vials
0501040H0AAAQAQ,Gentamicin 40mg/1ml solution for injection ampoules
0501040H0AAAWAW,Gentamicin 50mg/5ml oral solution
0501040H0AAAXAX,Gentamicin 62.5mg/5ml oral solution
0501040H0AAAYAY,Gentamicin 75mg/5ml oral solution
0501040H0AAAZAZ,Gentamicin 30mg/5ml oral suspension
0501040H0AABABA,Gentamicin 35mg/5ml oral suspension
0501040H0AABBBB,Gentamicin 20mg/2ml solution for injection ampoules
0501040H0AABCBC,Gentamicin 80mg/80ml infusion bags
0501040H0AABDBD,Gentamicin 240mg/80ml infusion bags
0501040H0AABEBE,Gentamicin 360mg/120ml infusion bags
0501040H0AABFBF,Gentamicin 45mg/5ml oral solution
0501040H0BB,Cidomycin (Systemic)
0501040H0BBAAAA,Cidomycin 80mg/2ml solution for injection ampoules
0501040H0BBACAE,Cidomycin Paediatric 20mg/2ml solution for injection vials
0501040H0BBADAH,Cidomycin Intrathecal 5mg/1ml inj ampoules
0501040H0BBAFAM,Cidomycin Adult Injectable 80mg/2ml inj vials
0501040H0BC,Genticin (Systemic)
0501040H0BCAAAA,Genticin Injectable 80mg/2ml solution for injection ampoules
0501040H0BG,Gentamicin sulfate (Winthrop)
