dmd_type,dmd_id,dmd_name,bnf_code
AMP,9593411000001105,Propax crepe bandage 7.5cm x 4.5m,20020200322
AMP,9592711000001107,Vernaid crepe bandage 7.5cm x 4.5m,20020200322
VMP,9595411000001109,Crepe bandage BP 1988 10cm x 4.5m,20020200323
AMP,24031011000001105,Alvita crepe bandage 10cm x 4.5m,20020200323
AMP,10249311000001103,Clinicrepe bandage 10cm x 4.5m,20020200323
AMP,33733111000001105,Crepe bandage 10cm x 4.5m,20020200323
AMP,9587511000001103,Crepe bandage 10cm x 4.5m,20020200323
AMP,9588611000001100,Crepe bandage 10cm x 4.5m,20020200323
AMP,9588811000001101,Propax crepe bandage 10cm x 4.5m,20020200323
AMP,9587311000001109,Vernaid crepe bandage 10cm x 4.5m,20020200323
VMP,9595511000001108,Crepe bandage BP 1988 15cm x 4.5m,20020200324
AMP,24030611000001108,Alvita crepe bandage 15cm x 4.5m,20020200324
AMP,10249511000001109,Clinicrepe bandage 15cm x 4.5m,20020200324
AMP,33733311000001107,Crepe bandage 15cm x 4.5m,20020200324
AMP,9591011000001102,Crepe bandage 15cm x 4.5m,20020200324
AMP,9591211000001107,Crepe bandage 15cm x 4.5m,20020200324
AMP,9591511000001105,Propax crepe bandage 15cm x 4.5m,20020200324
AMP,9590811000001100,Vernaid crepe bandage 15cm x 4.5m,20020200324
AMP,9584011000001103,Soffcrepe bandage 5cm x 4.5m,20020200331
AMP,9585011000001104,Soffcrepe bandage 7.5cm x 4.5m,20020200332
AMP,9581611000001108,Soffcrepe bandage 10cm x 4.5m,20020200333
AMP,9582811000001103,Soffcrepe bandage 15cm x 4.5m,20020200334
AMP,9584311000001100,Neosport bandage 5cm x 4.5m,20020200336
AMP,9585511000001107,Neosport bandage 7.5cm x 4.5m,20020200337
AMP,9582111000001105,Neosport bandage 10cm x 4.5m,20020200338
AMP,9583011000001100,Neosport bandage 15cm x 4.5m,20020200339
VMP,9613711000001105,Elastic adhesive bandage BP 1993 5cm x 4.5m,20020200341
AMP,9596411000001100,Tensoplast bandage 5cm x 4.5m,20020200341
VMP,9613811000001102,Elastic adhesive bandage BP 1993 7.5cm x 4.5m,20020200342
AMP,9596711000001106,Tensoplast bandage 7.5cm x 4.5m,20020200342
VMP,9613611000001101,Elastic adhesive bandage BP 1993 10cm x 4.5m,20020200343
AMP,9596111000001105,Tensoplast bandage 10cm x 4.5m,20020200343
AMP,15891511000001100,Hospilite bandage 5cm x 4.5m,20020200370
AMP,15891711000001105,Hospilite bandage 7.5cm x 4.5m,20020200371
AMP,15891911000001107,Hospilite bandage 10cm x 4.5m,20020200372
AMP,15892111000001104,Hospilite bandage 15cm x 4.5m,20020200373
VMP,9613911000001107,Elastic web bandage BP 1993 blue line 7.5cm x 1m,20020200381
VMP,9595711000001103,Elastic web bandage BP 1993 blue line 10cm x 1m,20020200382
VMP,9614011000001105,Elastic web bandage with foot loop blue line 7.5cm x 4.5m,20020200391
VMP,9614111000001106,Elastic web bandage without foot loop red line 7.5cm x 2.75m,20020200401
VMP,9614211000001100,Elastic web bandage without foot loop red line 7.5cm x 3.75m,20020200402
AMP,9609911000001108,Knit Fix bandage 5cm x 4m,20020200465
AMP,9610611000001105,Knit Fix bandage 7cm x 4m,20020200466
AMP,9608511000001107,Knit Fix bandage 10cm x 4m,20020200467
AMP,9609211000001104,Knit Fix bandage 15cm x 4m,20020200468
AMP,9606111000001102,Easifix bandage 5cm x 4m,20020200471
AMP,9607511000001108,Easifix bandage 7.5cm x 4m,20020200472
AMP,9589911000001103,Easifix bandage 10cm x 4m,20020200473
AMP,9605211000001102,Easifix bandage 15cm x 4m,20020200474
AMP,9606611000001105,Acti-Wrap (cohesive) bandage 6cm x 4m,20020200475
AMP,9608011000001104,Acti-Wrap (cohesive) bandage 8cm x 4m,20020200476
AMP,9590111000001107,Acti-Wrap (cohesive) bandage 10cm x 4m,20020200477
AMP,9606811000001109,Acti-Wrap (cohesive/latex free) bandage 6cm x 4m,20020200478
AMP,9608211000001109,Acti-Wrap (cohesive/latex free) bandage 8cm x 4m,20020200479
AMP,9590311000001109,Acti-Wrap (cohesive/latex free) bandage 10cm x 4m,20020200480
AMP,9605711000001109,Slinky bandage 5cm x 4m,20020200481
AMP,9607111000001104,Slinky bandage 7.5cm x 4m,20020200482
AMP,9589511000001105,Slinky bandage 10cm x 4m,20020200483
AMP,9604811000001102,Slinky bandage 15cm x 4m,20020200484
VMP,16197711000001109,Polyamide and cellulose contour bandage BP 1988 4cm x 4m,20020200485
AMP,16160811000001102,Mollelast bandage 4cm x 4m,20020200485
AMP,16161011000001104,Mollelast bandage 6cm x 4m,20020200486
AMP,9605911000001106,Stayform bandage 5cm x 4m,20020200491
AMP,9607311000001102,Stayform bandage 7.5cm x 4m,20020200492
AMP,9589711000001100,Stayform bandage 10cm x 4m,20020200493
AMP,9605011000001107,Stayform bandage 15cm x 4m,20020200494
AMP,9606311000001100,Kontour bandage 5cm x 4m,20020200495
AMP,9607711000001103,Kontour bandage 7.5cm x 4m,20020200496
AMP,9590511000001103,Kontour bandage 10cm x 4m,20020200497
AMP,9605411000001103,Kontour bandage 15cm x 4m,20020200498
VMP,9617011000001102,Open wove bandage type 1 BP 1988 2.5cm x 5m,20020200501
AMP,10253911000001102,Clini open wove bandage Type 1 BP 1988 2.5cm x 5m,20020200501
AMP,9583311000001102,Propax white open wove bandage 2.5cm x 5m,20020200501
AMP,9583511000001108,Vernaid white open wove bandage 2.5cm x 5m,20020200501
AMP,9583711000001103,White open wove bandage 2.5cm x 5m,20020200501
VMP,9617111000001101,Open wove bandage type 1 BP 1988 5cm x 5m,20020200502
AMP,10254111000001103,Clini open wove bandage Type 1 BP 1988 5cm x 5m,20020200502
AMP,9584411000001107,Propax white open wove bandage 5cm x 5m,20020200502
AMP,9585211000001109,Vernaid white open wove bandage 5cm x 5m,20020200502
AMP,9584711000001101,White open wove bandage 5cm x 5m,20020200502
VMP,9617211000001107,Open wove bandage type 1 BP 1988 7.5cm x 5m,20020200503
AMP,10254311000001101,Clini open wove bandage Type 1 BP 1988 7.5cm x 5m,20020200503
AMP,9585811000001105,Propax white open wove bandage 7.5cm x 5m,20020200503
AMP,9586211000001103,Vernaid white open wove bandage 7.5cm x 5m,20020200503
AMP,9586011000001108,White open wove bandage 7.5cm x 5m,20020200503
VMP,9616911000001101,Open wove bandage type 1 BP 1988 10cm x 5m,20020200504
AMP,10254511000001107,Clini open wove bandage Type 1 BP 1988 10cm x 5m,20020200504
AMP,9581311000001103,Propax white open wove bandage 10cm x 5m,20020200504
AMP,9582511000001101,Vernaid white open wove bandage 10cm x 5m,20020200504
AMP,9582311000001107,White open wove bandage 10cm x 5m,20020200504
VMP,9575311000001106,High compression P.E.C. bandage 7.5cm x 3.5m,20020200515
AMP,9573511000001104,Setopress bandage 7.5cm x 3.5m,20020200515
VMP,9575411000001104,High compression P.E.C. bandage 10cm x 3.5m,20020200516
AMP,9572811000001109,Setopress bandage 10cm x 3.5m,20020200516
VMP,9575111000001109,High compression V.E.C. bandage 7.5cm x 3m,20020200520
AMP,9574711000001106,Tensopress bandage 7.5cm x 3m,20020200520
VMP,9575211000001103,High compression V.E.C. bandage 10cm x 3m,20020200521
AMP,9574211000001104,Tensopress bandage 10cm x 3m,20020200521
AMP,9579111000001106,SurePress bandage 10cm x 3m,20020200525
AMP,9588211000001102,Gypsona bandage 7.5cm x 2.7m,20020200531
AMP,9586811000001102,Gypsona bandage 10cm x 2.7m,20020200532
AMP,9588411000001103,Neosafe bandage 7.5cm x 2.7m,20020200535
AMP,9587011000001106,Neosafe bandage 10cm x 2.7m,20020200536
VMP,9616611000001107,High compression bandage 10cm x 3.5m,20020200540
AMP,9579411000001101,Adva-Co bandage 10cm x 3.5m,20020200540
VMP,3426011000001106,Suspensory bandage cotton type 1 large,20020200601
VMP,3426111000001107,Suspensory bandage cotton type 1 medium,20020200601
VMP,3426211000001101,Suspensory bandage cotton type 1 small,20020200601
AMP,887311000001103,Eesiness suspensory bandage type 1 large,20020200601
AMP,361611000001104,Eesiness suspensory bandage type 1 medium,20020200601
AMP,357411000001103,Eesiness suspensory bandage type 1 small,20020200601
VMP,3425911000001103,Suspensory bandage cotton type 1 extra large,20020200604
AMP,497411000001103,Eesiness suspensory bandage type 1 extra large,20020200604
VMP,3426611000001104,Suspensory bandage cotton type 2 small,20020200611
AMP,156211000001105,Eesiness suspensory bandage type 2 small,20020200611
AMP,464011000001101,Portia suspensory bandage cotton type 2 small,20020200611
AMP,183911000001100,Suspensory bandage cotton type 2 small,20020200611
VMP,3426511000001103,Suspensory bandage cotton type 2 medium,20020200612
AMP,140311000001102,Eesiness suspensory bandage type 2 medium,20020200612
AMP,130811000001105,Portia suspensory bandage cotton type 2 medium,20020200612
AMP,138211000001107,Suspensory bandage cotton type 2 medium,20020200612
VMP,3426411000001102,Suspensory bandage cotton type 2 large,20020200613
AMP,635711000001106,Eesiness suspensory bandage type 2 large,20020200613
AMP,712611000001105,Portia suspensory bandage cotton type 2 large,20020200613
AMP,428911000001102,Suspensory bandage cotton type 2 large,20020200613
VMP,3426311000001109,Suspensory bandage cotton type 2 extra large,20020200614
AMP,159111000001107,Eesiness suspensory bandage type 2 extra large,20020200614
AMP,133711000001106,Portia suspensory bandage cotton type 2 extra large,20020200614
AMP,933511000001104,Suspensory bandage cotton type 2 extra large,20020200614
VMP,3426811000001100,Suspensory bandage cotton type 3 large,20020200621
VMP,3426911000001105,Suspensory bandage cotton type 3 medium,20020200621
VMP,3427011000001109,Suspensory bandage cotton type 3 small,20020200621
AMP,649611000001100,Eesiness suspensory bandage type 3 large,20020200621
AMP,924611000001100,Eesiness suspensory bandage type 3 medium,20020200621
AMP,316611000001107,Eesiness suspensory bandage type 3 small,20020200621
AMP,22618511000001103,Portia suspensory bandage cotton type 3 large,20020200621
AMP,22619911000001102,Portia suspensory bandage cotton type 3 medium,20020200621
AMP,911711000001103,Suspensory bandage cotton type 3 large,20020200621
AMP,273511000001100,Suspensory bandage cotton type 3 medium,20020200621
AMP,880611000001109,Suspensory bandage cotton type 3 small,20020200621
VMP,3426711000001108,Suspensory bandage cotton type 3 extra large,20020200624
AMP,844011000001104,Eesiness suspensory bandage type 3 extra large,20020200624
AMP,22620411000001109,Portia suspensory bandage cotton type 3 extra large,20020200624
AMP,74211000001109,Suspensory bandage cotton type 3 extra large,20020200624
VMP,335196002,Triangular calico bandage BP 1980 90cm x 127cm,20020200650
AMP,10254711000001102,Clini triangular calico bandage BP 1980 90cm x 127cm,20020200650
AMP,486811000001102,Triangular calico bandage 90cm x 127cm,20020200650
AMP,871211000001106,Triangular calico bandage 90cm x 127cm,20020200650
AMP,651211000001101,Triangular calico bandage 90cm x 127cm,20020200650
AMP,9624811000001106,Viscopaste PB7 bandage 7.5cm x 6m,20020200701
AMP,9625011000001101,Benefoot Zinc Paste bandage 7.5cm x 6m,20020200704
VMP,9655911000001101,Zinc paste 6% and Ichthammol 2% bandage BP 1993 7.5cm x 6m,20020200721
AMP,9626011000001105,Ichthopaste bandage 7.5cm x 6m,20020200721
VMP,15947411000001109,Polyamide and cellulose contour bandage 5cm x 4m,20020200760
AMP,15946811000001109,PremierBand bandage 5cm x 4m,20020200760
VMP,15947511000001108,Polyamide and cellulose contour bandage 7.5cm x 4m,20020200761
AMP,15946911000001104,PremierBand bandage 7.5cm x 4m,20020200761
AMP,15946111000001102,PremierBand bandage 10cm x 4m,20020200762
VMP,15947311000001102,Polyamide and cellulose contour bandage 15cm x 4m,20020200763
AMP,15946611000001105,PremierBand bandage 15cm x 4m,20020200763
VMP,17027511000001103,Polyamide and cellulose contour bandage 2.5cm x 4m,20020200765
AMP,16996011000001107,Peha-haft bandage 2.5cm x 4m,20020200765
VMP,17027611000001104,Polyamide and cellulose contour bandage 4cm x 4m,20020200766
AMP,16996311000001105,Peha-haft bandage 4cm x 4m,20020200766
VMP,17027711000001108,Polyamide and cellulose contour bandage 6cm x 4m,20020200767
AMP,16996611000001100,Peha-haft bandage 6cm x 4m,20020200767
VMP,17027811000001100,Polyamide and cellulose contour bandage 8cm x 4m,20020200768
AMP,16996911000001106,Peha-haft bandage 8cm x 4m,20020200768
AMP,16997111000001106,Peha-haft bandage 10cm x 4m,20020200769
VMP,17027411000001102,Polyamide and cellulose contour bandage 12cm x 4m,20020200770
AMP,16997411000001101,Peha-haft bandage 12cm x 4m,20020200770
AMP,9610111000001102,K-Band bandage 5cm x 4m,20020200801
AMP,9610811000001109,K-Band bandage 7cm x 4m,20020200802
AMP,9608711000001102,K-Band bandage 10cm x 4m,20020200803
AMP,9609411000001100,K-Band bandage 15cm x 4m,20020200804
AMP,9610311000001100,Knit-Band bandage 5cm x 4m,20020200810
AMP,9611011000001107,Knit-Band bandage 7cm x 4m,20020200811
AMP,9608911000001100,Knit-Band bandage 10cm x 4m,20020200812
AMP,9609611000001102,Knit-Band bandage 15cm x 4m,20020200813
VMP,18248011000001109,Polyamide and cellulose contour bandage knitted BP 1988 2.5cm x 4m,20020200814
AMP,18222311000001107,Easifix K bandage 2.5cm x 4m,20020200814
AMP,16156811000001107,Easifix K bandage 5cm x 4m,20020200815
VMP,16197811000001101,Polyamide and cellulose contour bandage knitted BP 1988 7.5cm x 4m,20020200816
AMP,16154511000001103,Easifix K bandage 7.5cm x 4m,20020200816
AMP,16153411000001100,Easifix K bandage 10cm x 4m,20020200817
AMP,16155111000001106,Easifix K bandage 15cm x 4m,20020200818
AMP,9599011000001103,K-Lite bandage 5cm x 4.5m,20020200820
AMP,9599511000001106,K-Lite bandage 7cm x 4.5m,20020200821
AMP,9598311000001106,K-Lite bandage 10cm x 4.5m,20020200822
AMP,9600011000001101,K-Lite bandage 15cm x 4.5m,20020200823
VMP,11007011000001100,Elastomer and viscose bandage knitted compression type 2 - 10cm x 5.25m,20020200824
AMP,10997011000001102,K-Lite Long bandage 10cm x 5.25m,20020200824
AMP,9600711000001104,K-Plus bandage 10cm x 6m,20020200830
AMP,9602311000001104,K-Plus bandage 10cm x 8.7m,20020200831
VMP,11007111000001104,Elastomer and viscose bandage knitted compression type 3a - 10cm x 10.25m,20020200832
AMP,10997711000001100,K-Plus Long bandage 10cm x 10.25m,20020200832
VMP,11006911000001104,Cohesive bandage 10cm x 7m,20020200849
AMP,11001311000001108,Ko-Flex Long bandage 10cm x 7m,20020200849
AMP,9569411000001109,Coban self-adherent bandage 10cm x 6m,20020200850
AMP,9622611000001104,Ultra Soft wadding bandage 10cm x 3.5m,20020200851
AMP,9570411000001106,Ultra Fast cohesive bandage 10cm x 6.3m,20020200852
AMP,9600511000001109,Elset bandage 10cm x 6m,20020200853
AMP,9579711000001107,Profore #3 bandage 10cm x 8.7m,20020200855
AMP,9569911000001101,Profore #4 bandage 10cm x 2.5m,20020200856
AMP,9569611000001107,Ko-Flex bandage 10cm x 6m,20020200857
AMP,9622211000001101,Ortho-Band Plus bandage 10cm x 3.5m,20020200858
AMP,9570211000001107,AAA-Flex bandage 10cm x 6.3m,20020200859
AMP,9577511000001109,Hospicrepe 239 bandage 5cm x 4.5m,20020200860
AMP,9577811000001107,Hospicrepe 239 bandage 7.5cm x 4.5m,20020200861
AMP,9575911000001107,Hospicrepe 239 bandage 10cm x 4.5m,20020200862
AMP,9577211000001106,Hospicrepe 239 bandage 15cm x 4.5m,20020200863
AMP,11073411000001107,Hospicrepe 229 bandage 5cm x 4.5m,20020200864
AMP,11073611000001105,Hospicrepe 229 bandage 7.5cm x 4.5m,20020200865
AMP,11073811000001109,Hospicrepe 229 bandage 10cm x 4.5m,20020200866
AMP,11074011000001101,Hospicrepe 229 bandage 15cm x 4.5m,20020200867
AMP,9580611000001103,Hospicrepe 233 bandage 5cm x 4.5m,20020200870
AMP,9580911000001109,Hospicrepe 233 bandage 7.5cm x 4.5m,20020200871
AMP,9580011000001105,Hospicrepe 233 bandage 10cm x 4.5m,20020200872
AMP,9580311000001108,Hospicrepe 233 bandage 15cm x 4.5m,20020200873
AMP,9619211000001101,Comprilan bandage 6cm x 5m,20020200874
AMP,9620211000001102,Comprilan bandage 8cm x 5m,20020200875
AMP,9611511000001104,Comprilan bandage 10cm x 5m,20020200876
AMP,9613211000001103,Comprilan bandage 12cm x 5m,20020200877
AMP,9620411000001103,Rosidal K bandage 8cm x 5m,20020200880
AMP,9611711000001109,Rosidal K bandage 10cm x 5m,20020200881
AMP,9613411000001104,Rosidal K bandage 12cm x 5m,20020200882
VMP,9654211000001109,Short stretch compression bandage 4cm x 5m,20020200883
AMP,9618611000001108,Rosidal K bandage 4cm x 5m,20020200883
AMP,9619411000001102,Rosidal K bandage 6cm x 5m,20020200884
VMP,9616111000001104,Short stretch compression bandage 10cm x 10m,20020200885
AMP,9612711000001102,Rosidal K bandage 10cm x 10m,20020200885
AMP,9612111000001103,Varex Short Stretch bandage 10cm x 5m,20020200890
AMP,9620611000001100,Silkolan bandage 8cm x 5m,20020200893
AMP,9611911000001106,Silkolan bandage 10cm x 5m,20020200894
AMP,9581411000001105,Setocrepe bandage 10cm x 4.5m,20020200895
AMP,15938811000001109,Meban bandage 10cm x 6m,20020200897
AMP,12496711000001106,CliniPlus bandage 10cm x 8.7m,20020200898
VMP,9615111000001105,Elastomer and viscose bandage knitted compression type 3a - 15cm x 6m,20020200901
AMP,9602811000001108,Elset bandage 15cm x 6m,20020200901
VMP,9614911000001109,Elastomer and viscose bandage knitted compression type 3a - 10cm x 8m,20020200902
AMP,9601211000001100,Elset bandage 10cm x 8m,20020200902
VMP,9615011000001109,Elastomer and viscose bandage knitted compression type 3a - 15cm x 12m,20020200903
AMP,9603111000001107,Elset S bandage 15cm x 12m,20020200903
AMP,9621811000001109,Flexi-Ban bandage 10cm x 3.5m,20020200905
AMP,9622411000001102,Softexe bandage 10cm x 3.5m,20020200910
VMP,9655111000001104,Sub-compression wadding bandage 10cm x 3m,20020200912
AMP,9621511000001106,SurePress absorbent padding bandage 10cm x 3m,20020200912
AMP,9622011000001106,K-Soft bandage 10cm x 3.5m,20020200913
AMP,10998411000001105,K-Soft Long bandage 10cm x 4.5m,20020200914
VMP,9655511000001108,Sub-compression wadding bandage 7.5cm x 2.75m,20020200915
AMP,9624511000001108,Cellona Undercast padding bandage 7.5cm x 2.75m,20020200915
AMP,9621211000001108,Cellona Undercast padding bandage 10cm x 2.75m,20020200916
VMP,9655311000001102,Sub-compression wadding bandage 15cm x 2.75m,20020200917
AMP,9623911000001103,Cellona Undercast padding bandage 15cm x 2.75m,20020200917
VMP,9655411000001109,Sub-compression wadding bandage 5cm x 2.75m,20020200918
AMP,9624211000001105,Cellona Undercast padding bandage 5cm x 2.75m,20020200918
AMP,12495811000001106,CliniLite bandage 5cm x 4.5m,20020200921
VMP,12507611000001105,Elastomer and viscose bandage knitted compression type 2 - 7.5cm x 4.5m,20020200922
AMP,12496111000001105,CliniLite bandage 7.5cm x 4.5m,20020200922
AMP,12496311000001107,CliniLite bandage 10cm x 4.5m,20020200923
AMP,12496511000001101,CliniLite bandage 15cm x 4.5m,20020200924
AMP,827811000001104,Setoprime dressing 9.5cm x 9.5cm,20020200925
AMP,9612411000001108,Actico bandage 10cm x 6m,20020200930
AMP,9618911000001102,Actico bandage 4cm x 6m,20020200931
AMP,9619711000001108,Actico bandage 6cm x 6m,20020200932
AMP,9620911000001106,Actico bandage 8cm x 6m,20020200933
AMP,9618311000001103,Actico bandage 12cm x 6m,20020200934
AMP,9623611000001109,Velband absorbent padding bandage 10cm x 4.5m,20020200935
AMP,607911000001107,Paratex dressing 9.5cm x 9.5cm,20020200940
VMP,3129311000001103,Knitted viscose primary dressing BP type 1 - 14cm x 20cm,20020200945
AMP,3035711000001108,Profore wound contact layer 14cm x 20cm,20020200945
AMP,9620011000001107,Actiban bandage 8cm x 5m,20020200950
AMP,9611311000001105,Actiban bandage 10cm x 5m,20020200951
AMP,9613011000001108,Actiban bandage 12cm x 5m,20020200952
AMP,9599211000001108,Knit-Firm bandage 5cm x 4.5m,20020200955
AMP,9599711000001101,Knit-Firm bandage 7cm x 4.5m,20020200956
AMP,9598511000001100,Knit-Firm bandage 10cm x 4.5m,20020200957
AMP,9600211000001106,Knit-Firm bandage 15cm x 4.5m,20020200958
AMP,9600911000001102,MillPlus bandage 10cm x 6m,20020200960
AMP,9601911000001109,MillPlus bandage 10cm x 8.7m,20020200961
VMP,11880511000001109,Elastomer and viscose bandage knitted compression type 3a - 10cm x 8.6m,20020200962
AMP,11827211000001104,L3 bandage 10cm x 8.6m,20020200962
VMP,9576311000001101,Conforming bandage synthetic 6cm x 4m,20020200965
AMP,9571411000001102,Hospiform bandage 6cm x 4m,20020200965
VMP,9576211000001109,Conforming bandage synthetic 8cm x 4m,20020200966
AMP,9571711000001108,Hospiform bandage 8cm x 4m,20020200966
VMP,9576611000001106,Conforming bandage synthetic 10cm x 4m,20020200967
AMP,9570711000001100,Hospiform bandage 10cm x 4m,20020200967
VMP,9576511000001107,Conforming bandage synthetic 12cm x 4m,20020200968
AMP,9571111000001107,Hospiform bandage 12cm x 4m,20020200968
AMP,9622811000001100,Profore #1 bandage 10cm x 3.5m,20020200970
AMP,9581811000001107,Profore #2 bandage 10cm x 4.5m,20020200971
AMP,15168111000001108,Profore + bandage 10cm x 3m,20020200975
AMP,9598711000001105,Ultra Lite bandage 10cm x 4.5m,20020201011
AMP,9602511000001105,Ultra Plus bandage 10cm x 8.7m,20020201012
AMP,4966611000001108,ProGuide wound contact layer dressing 10cm x 10cm,20020201015
VMP,9656011000001109,Sub-compression wadding bandage 10cm x 4m,20020201016
AMP,9623311000001104,ProGuide #1 bandage 10cm x 4m,20020201016
VMP,9615311000001107,"Elastomer, nylon and viscose bandage red 10cm x 3m",20020201017
AMP,9603711000001108,ProGuide #2 bandage 10cm x 3m,20020201017
VMP,9615411000001100,"Elastomer, nylon and viscose bandage yellow 10cm x 3m",20020201018
AMP,9604011000001108,ProGuide #2 bandage 10cm x 3m,20020201018
VMP,9615211000001104,"Elastomer, nylon and viscose bandage green 10cm x 3m",20020201019
AMP,9603411000001102,ProGuide #2 bandage 10cm x 3m,20020201019
VMP,9653211000001106,Generic Profore Lite multi-layer compression bandage kit,20020201020
AMP,9647911000001109,Profore Lite multi-layer compression bandage kit,20020201020
VMP,9653611000001108,Generic Profore multi-layer compression bandage kit up to 18cm ankle circumference,20020201021
AMP,9650411000001102,Profore multi-layer compression bandage kit up to 18cm ankle circumference,20020201021
VMP,9653311000001103,Generic Profore multi-layer compression bandage kit 18cm-25cm ankle circumference,20020201022
AMP,9648611000001104,Profore multi-layer compression bandage kit 18cm-25cm ankle circumference,20020201022
VMP,9653411000001105,Generic Profore multi-layer compression bandage kit 25cm-30cm ankle circumference,20020201023
AMP,9649311000001103,Profore multi-layer compression bandage kit 25cm-30cm ankle circumference,20020201023
VMP,9653511000001109,Generic Profore multi-layer compression bandage kit above 30cm ankle circumference,20020201024
AMP,9649811000001107,Profore multi-layer compression bandage kit above 30cm ankle circumference,20020201024
VMP,9652911000001109,Generic ProGuide multi-layer compression bandage kit 18cm-22cm ankle circumference,20020201030
AMP,9646411000001103,ProGuide multi-layer compression bandage kit 18cm-22cm ankle circumference,20020201030
VMP,9653011000001101,Generic ProGuide multi-layer compression bandage kit 22cm-28cm ankle circumference,20020201031
AMP,9647111000001106,ProGuide multi-layer compression bandage kit 22cm-28cm ankle circumference,20020201031
VMP,9653111000001100,Generic ProGuide multi-layer compression bandage kit 28cm-32cm ankle circumference,20020201032
AMP,9647611000001103,ProGuide multi-layer compression bandage kit 28cm-32cm ankle circumference,20020201032
VMP,20123711000001101,Generic Jobst Comprifore multi-layer compression bandage kit 18cm-25cm ankle circumference,20020201033
AMP,20098411000001103,Jobst Comprifore multi-layer compression bandage kit 18cm-25cm ankle circumference,20020201033
VMP,20123611000001105,Generic Jobst Comprifore latex free multi-layer compression bandage kit 18cm-25cm ankle circumference,20020201034
AMP,20099511000001105,Jobst Comprifore latex free multi-layer compression bandage kit 18cm-25cm ankle circumference,20020201034
VMP,20123511000001106,Generic Jobst Comprifore Lite multi-layer compression bandage kit 18cm-25cm ankle circumference,20020201035
AMP,20100011000001102,Jobst Comprifore Lite multi-layer compression bandage kit 18cm-25cm ankle circumference,20020201035
VMP,20123411000001107,Generic Jobst Comprifore Lite latex free multi-layer compression bandage kit 18cm-25cm ankle circumference,20020201036
