code,term
1302020E0AA,Zinc oxide
1302020E0AAAAAA,Zinc cream
1302020E0AAABAB,Zinc ointment
1302020E0AAACAC,Zinc and Castor oil ointment
1302020E0AAADAD,Generic Bell's Zinc and Castor oil cream
1302020E0AAALAL,Generic Sudocrem antiseptic healing cream
1302020E0BG,Sudocrem
1302020E0BGAAAL,Sudocrem antiseptic healing cream
1302020E0BI,Bell's Zinc and Castor oil
1302020E0BIAAAD,Bell's Zinc and Castor oil cream
1302020E0BJ,Ovelle zinc and castor oil
1302020E0BJAAAC,Ovelle zinc and castor oil ointment
1302020F0,Cod liver oil
1302020F0AA,Cod liver oil (Topical)
1302020F0AAABAB,Zinc oxide 38% / Cod liver oil 11.4% ointment
1302020F0BB,Morhulin
1302020F0BBAAAB,Morhulin ointment
1302020F0BD,Thovaline
1302020F0BDABA0,Thovaline ointment
1302020G0,Zinc paste
1302020G0AA,Zinc paste
1302020G0AAAAAA,Zinc paste 15% bandage BP 1993 7.5cm x 6m
1302020G0BB,Steripaste
1302020G0BBAAAA,Steripaste bandage 7.5cm x 6m
1302020G0BC,Zincaband
1302020G0BCAAAA,Zincaband bandage 7.5cm x 6m
130203,Dusting-powders
1302030,Dusting-powders
130203000,Other dusting powder preparations
130203000BR,Proprietary compound preparation BNF 1302030
130203000BRAIA0,Medicated Talc 0.5% powder
130203000BRAQA0,Lanacane medicated powder
1302030T0,Talc purified
1302030T0AA,Talc
1302030T0AAAAAA,Purified talc powder
1303,Topical local anaesthetics and antipruritics
130300,Topical local anaesthetics and antipruritics
1303000,Topical local anaesthetics and antipruritics
130300000,Other topical anaesthetic and antipruritic preparations
130300000BP,Proprietary compound preparation BNF 1303000
130300000BPARA0,Swarm cream
130300000BPASA0,Dermidex Dermatological cream
130300000BPBGA0,Savlon Bites & Stings Pain Relief gel
130300000BPBHA0,Savlon Dual Action gel
1303000A0,Tetracaine hydrochloride
1303000A0AA,Tetracaine hydrochloride (Topical)
1303000A0AAABAB,Tetracaine 1% cream
1303000A0BB,Anethaine
1303000A0BBAAAB,Anethaine 1% cream
1303000AA,Menthol
1303000AAAA,Menthol (Topical)
1303000AAAAAAAA,Menthol 0.5% in Aqueous cream
1303000AAAAABAB,Menthol 1% in Aqueous cream
1303000AAAAACAC,Menthol 2% in Aqueous cream
1303000AAAAAFAF,Menthol 5% in Aqueous cream
1303000AAAAAGAG,Menthol 1.5% in Aqueous cream
1303000AAAAAIAI,Menthol 0.25% in Aqueous cream
1303000AAAAAJAJ,Menthol 1% in Calamine lotion
1303000AAAAAKAK,Menthol 10% in Aqueous cream
1303000AAAAALAL,Menthol 2% / Phenol 1% in Aqueous cream
1303000AAAAAMAM,Menthol 1% in Cetomacrogol cream (Formula A)
1303000AAAAANAN,Menthol 1% in Hydrocortisone 1% cream
1303000AAAAAPAP,Menthol 0.1% in Aqueous cream
1303000AAAAAQAQ,Menthol 2.5% in Aqueous cream
1303000AAAAARAR,Menthol 0.5% in White soft paraffin
1303000AAAAASAS,Menthol 1% in White soft paraffin
1303000AAAAATAT,Menthol 2% in Cetomacrogol cream (Formula A)
1303000AAAAAUAU,Menthol 4% in Aqueous cream
1303000AAAAAVAV,Menthol 2% in Emulsifying ointment
1303000AAAAAWAW,Menthol 1% / Salicylic acid 1% in Aqueous cream
1303000AABC,Dermacool
1303000AABCAAAA,Dermacool 0.5% cream
1303000AABCABAB,Dermacool 1% cream
1303000AABCACAC,Dermacool 2% cream
1303000AABCADAF,Dermacool 5% cream
1303000AABD,Aqua-cool
1303000AABDAAAA,Aqua-cool 0.5% cream
1303000AABDABAB,Aqua-cool 1% cream
1303000AABDACAC,Aqua-cool 2% cream
1303000AABF,Menthoderm
1303000AABFAAAA,Menthoderm 0.5% cream
1303000AABFABAB,Menthoderm 1% cream
1303000AABFACAC,Menthoderm 2% cream
1303000AB,Aluminium sulfate
1303000ABAA,Aluminium sulfate
1303000ABAAAAAA,Aluminium sulfate 20% spray
1303000ABBB,Care Stingose
1303000ABBBAAAA,Care Stingose 20% spray
1303000B0,Benzocaine
1303000B0AA,Benzocaine (Topical)
1303000B0AAABAB,Benzocaine 1% / Triclosan 0.2% cream
1303000B0AAACAC,Benzocaine 0.5% / Triclosan 0.2% lotion
1303000B0AAAEAE,Benzocaine 2.857% / Triclosan 0.057% spray
1303000B0AAAFAF,Benzocaine 3% cream
1303000B0AAAIAI,Benzocaine 1% spray
1303000B0AAAJAJ,Benzocaine 1% / Mepyramine 0.5% spray
1303000B0AAAKAK,Benzocaine 2% / Mepyramine 2% spray
1303000B0BB,Solarcaine (Benzocaine/triclosan)
1303000B0BBAAAB,Solarcaine cream
1303000B0BBABAC,Solarcaine lotion
1303000B0BBADAE,Solarcaine spray
1303000B0BC,Lanacane
1303000B0BCAAAF,Lanacane 3% cream
1303000B0BD,BurnEze
1303000B0BDAAAI,BurnEze 1% spray
1303000B0BE,Wasp-Eze (Spray)
1303000B0BEACAJ,Wasp-Eze spray
1303000B0BF,Anthisan Plus
1303000B0BFAAAK,Anthisan Plus Sting Relief spray
1303000C0,Antazoline hydrochloride
1303000C0AA,Antaz hydrochloride (Topical)
1303000C0AAAAAA,Antazoline 2% ointment
1303000C0BC,RBC
1303000C0BCAAA0,RBC Insect Bite cream
1303000C0BD,Wasp-Eze (Ointment)
1303000C0BDAAAA,Wasp-Eze Insect Bite 2% ointment
1303000D0,Calamine
1303000D0AA,Calamine
1303000D0AAABAB,Aqueous calamine cream
1303000D0AAACAC,Calamine lotion
1303000D0AAADAD,Calamine oily lotion
1303000D0BF,Cala Soothe
1303000D0BFAAAB,Cala Soothe cream
1303000D0BFABAC,Cala Soothe lotion
1303000D0BG,Numark (Calamine)
1303000D0BGAAAC,Numark Calamine lotion
1303000D0BH,Calamine and Glycerin (Boots)
1303000D0BHAAA0,Calamine and Glycerin cream
1303000E0,Colestyramine
1303000E0AA,Colestyramine (Antipruritic)
1303000E0AAAAAA,Colestyramine 10% cream
1303000E0AAABAB,Colestyramine 5% cream
1303000F0,Doxepin hydrochloride
1303000F0AA,Doxepin hydrochloride
1303000F0AAAAAA,Doxepin 5% cream
1303000F0BC,Xepin
1303000F0BCAAAA,Xepin 5% cream
1303000I0,Crotamiton
1303000I0AA,Crotamiton
1303000I0AAAAAA,Crotamiton 10% cream
1303000I0AAABAB,Crotamiton 10% lotion
1303000I0BB,Eurax (Topical Local Antipruritic)
1303000I0BBAAAB,Eurax lotion
1303000I0BBABAA,Eurax 10% cream
1303000I0BC,Boots (Topical local antipruritic)
1303000I0BCAAAA,Boots Derma Care Itch Relief cream
1303000J0,Diphenhydramine hydrochloride
1303000J0AA,Diphenhydramine hydrochloride (Topical)
1303000J0AAAAAA,Diphenhydramine 2% cream
1303000J0AAABAB,Generic Benadryl Skin Allergy Relief cream
1303000J0AAACAC,Generic Benadryl Skin Allergy Relief lotion
1303000J0BD,Histergan (Topical)
1303000J0BDAAAA,Histergan 2% cream
1303000J0BF,Benadryl (Topical)
1303000J0BFAAAB,Benadryl Skin Allergy Relief cream
1303000J0BFABAC,Benadryl Skin Allergy Relief lotion
1303000J0BG,Lloydspharmacy Antihistamine
1303000J0BGAAAA,Lloydspharmacy Antihistamine 2% cream
1303000J0BH,Boots (Topical)
1303000J0BHAAAA,Boots Skin Allergy Relief 2% cream
1303000M0,Mepyramine maleate
1303000M0AA,Mepyramine (Topical)
1303000M0AAAAAA,Mepyramine 2% cream
1303000M0BB,Anthisan (Topical)
1303000M0BBAAAA,Anthisan 2% cream
1303000M0BBABAA,Anthisan Bite and Sting 2% cream
1303000M0BD,Boots Bite and Sting Relief
1303000M0BDAAAA,Bite and Sting Relief Antihistamine 2% cream
1303000N0,Lidocaine
1303000N0AA,Lido (Topical Local Anaesthesia)
1303000N0AAABAB,Lidocaine 2% cream
1303000N0BD,Vagisil
1303000N0BDAAAB,Vagisil 2% medicated cream
1303000Q0,Lidocaine hydrochloride
1303000Q0AA,Lidocaine hydrochloride (Topical Local Anaesthetic)
1303000Q0AAAAAA,Lidocaine 0.5% gel
1303000Q0BB,Solarcaine (Lidocaine hydrochloride)
1303000Q0BBAAAA,Solarcaine 0.5% gel
1304,Topical corticosteroids
130400,Topical corticosteroids
1304000,Topical corticosteroids
130400000,Other topical corticosteroid preparations
130400000AA,Generic compound preparation BNF 1304000
130400000AABHBH,Propylene glycol 50% in Clobetasol 0.05% cream
130400000AABJBJ,Propylene glycol 60% in Clobetasol 0.05% cream
130400000AABKBK,Propylene glycol 20% in Clobetasol 0.05% cream
130400000AABLBL,Propylene glycol 40% in Clobetasol 0.05% cream
1304000AC,Fluprednidene acetate
1304000ACAA,Fluprednidene acetate
1304000ACAAAAAA,Miconazole 2% / Fluprednidene 0.1% cream
1304000ACBB,Acorvio (Corticosteroid)
1304000ACBBAAAA,Acorvio Plus cream
1304000B0,Alclometasone dipropionate
1304000B0AA,Alclometasone dipropionate
1304000B0AAAAAA,Alclometasone 0.05% cream
1304000B0AABABA,Alclometasone 0.05% ointment
1304000B0BB,Modrasone
1304000B0BBAAAA,Modrasone 0.05% cream
1304000B0BBABBA,Modrasone 0.05% ointment
1304000B0BC,Boots Derma Care Eczema & Dermatitis Falre-Up
1304000B0BCAAAA,Boots Derma Care Eczema & Dermatitis Flare-Up 0.05% cream
1304000C0,Beclometasone dipropionate
1304000C0AA,Beclometasone dipropionate (Topical)
1304000C0AAAAAA,Beclometasone 0.025% cream
1304000C0AABABA,Beclometasone 0.025% ointment
1304000C0AACDCD,Beclometasone 0.025% ointment 10% in White soft paraffin
1304000C0AACFCF,Beclometasone 0.025% in Aqueous cream
1304000C0AACGCG,Beclometasone 0.0025% in White soft paraffin
1304000C0AACHCH,Beclometasone 0.025% in White soft paraffin
1304000C0BB,Propaderm
1304000C0BBAAAA,Propaderm 0.025% cream
1304000C0BBAEBA,Propaderm 0.025% ointment
1304000D0,Betamethasone esters
1304000D0AA,Betamethasone esters
1304000D0AAAAAA,Betamethasone dipropionate 0.05% cream
1304000D0AABABA,Betamethasone dipropionate 0.05% ointment
1304000D0AABBBB,Betamethasone dipropionate 0.05% / Salicylic acid 3% oint
1304000D0AABCBC,Betamethasone dipropionate 0.05% scalp lotion
1304000D0AABDBD,Betamethasone diprop 0.05%/Salicylic acid 2% scalp applic
1304000D0AACACA,Betamethasone dipropionate 0.064% / Clotrimazole 1% cream
1304000D0AACBCB,Betamethasone diprop 0.05% oint 25% in Emulsifying oint
1304000D0AACCCC,Betamethasone diprop 0.05% oint 5% in White soft paraffin
1304000D0AACDCD,Betamethasone diprop 0.05% oint 50% in White soft paraffin
1304000D0AACECE,Coal tar 2% in Betamethasone dipropionate 0.05% ointment
1304000D0AACFCF,Coal tar 5% in Betamethasone dipropionate 0.05% ointment
1304000D0AACGCG,Betamethasone diprop 0.05% oint 25% in White soft paraffin
1304000D0BB,Diprosone
1304000D0BBAAAA,Diprosone 0.05% cream
1304000D0BBACBA,Diprosone 0.05% ointment
1304000D0BBAEBC,Diprosone 0.05% lotion
1304000D0BC,Diprosalic
1304000D0BCAABB,Diprosalic 0.05%/3% ointment
